http://collection.britishmuseum.org/id/bibliography/7140,"The Roman Imperial Coinage, vol.2 part 1: From AD 69 to AD 96: Vespasian to Domitian","Carradice, I A",1902040848
http://collection.britishmuseum.org/id/bibliography/5624,"The Roman imperial coinage, vol. 10: The divided empire and the fall of the western parts, AD 395-491.","Kent, J P C",0907605435
http://collection.britishmuseum.org/id/bibliography/5624,"The Roman imperial coinage, vol. 10: The divided empire and the fall of the western parts, AD 395-491.","Carson, R A G (ed.)",0907605435
http://collection.britishmuseum.org/id/bibliography/5624,"The Roman imperial coinage, vol. 10: The divided empire and the fall of the western parts, AD 395-491.","Burnett, A M (ed.)",0907605435
http://collection.britishmuseum.org/id/bibliography/5624,"The Roman imperial coinage, vol. 10: The divided empire and the fall of the western parts, AD 395-491.","Kent, J P C (ed.)",0907605435
http://collection.britishmuseum.org/id/bibliography/5621,"The Roman imperial coinage, vol. 2: Vespasian to Hadrian","Sydenham, Edward A",0900696540
http://collection.britishmuseum.org/id/bibliography/5621,"The Roman imperial coinage, vol. 2: Vespasian to Hadrian","Mattingly, Harold",0900696540
http://collection.britishmuseum.org/id/bibliography/5622,"The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus","Sydenham, Edward A",0900696559
http://collection.britishmuseum.org/id/bibliography/5622,"The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus","Mattingly, Harold",0900696559
http://collection.britishmuseum.org/id/bibliography/5623,"The Roman imperial coinage, vol. 4: Pertinax - Uranius Antonius","Mattingly, Harold (ed.)",0900696567
http://collection.britishmuseum.org/id/bibliography/5623,"The Roman imperial coinage, vol. 4: Pertinax - Uranius Antonius","Carson, R A G (ed.)",0900696567
http://collection.britishmuseum.org/id/bibliography/5623,"The Roman imperial coinage, vol. 4: Pertinax - Uranius Antonius","Sutherland, C H V (ed.)",0900696567
http://collection.britishmuseum.org/id/bibliography/3181,"The Transformation of the Roman World AD 400- 900","Webster, Leslie","0 7141 05856"
http://collection.britishmuseum.org/id/bibliography/3181,"The Transformation of the Roman World AD 400- 900","Brown, Michelle","0 7141 05856"
http://collection.britishmuseum.org/id/bibliography/8758,"The World of Islam","Mitchiner, Michael",0904173151
http://collection.britishmuseum.org/id/bibliography/2403,"The late Roman gold and silver coins from the Hoxne Treasure","Guest, P S W",13-978-0-7141-1810-9
http://collection.britishmuseum.org/id/bibliography/7811,"The re-use of obsolete coins: the case of Roman imperial bronzes revived in the late fifth century","Morrisson, C",0521225035
http://collection.britishmuseum.org/id/bibliography/2288,"The silver coinage of Cappadocia, Vespasian-Commodus","Metcalf, William E",0-89722-254-7
http://collection.britishmuseum.org/id/bibliography/8369,"Thundering Zeus: The Making of Hellenistic Bactria","Holt, F L",9780520211407
http://collection.britishmuseum.org/id/bibliography/8316,"Tribal Coins of Ancient India","Handa, Devendra",81-7305-317-0
http://collection.britishmuseum.org/id/bibliography/9090,"Ġazna/Kabul XIV d Hurāsān IV","Schwarz, Florian","3 8030 1101 9/0945-4020"
