IGCH,"Type URI","Quantity (Certain)","Quantity (Uncertain)",Notes,"To check","Additional Notes"
igch1381,"Sinope, Bronze [Rec pl. XXVI, 2]",1,?,,,
igch1381,"Amisus/Sinope, Bronze [""type de Nikè""]",1,0,,,
igch1381,"Amisus, Bronze [""du type précédent, avec monogrammes illisibles""]",,27,,,
igch1382,"Amisus, Bronze",,177,,,
igch1382,"Cabeira, Bronze",,1,,,
igch1382,"Comana, Bronze",,1,,,
igch1382,"Gaziura, Bronze",,1,,,
igch1382,"Amastris, Bronze",,10,,,
igch1382,"Sinope, Bronze",,17,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.368bis.376-382,1,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.441-460,1,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.577bis.580-595,1,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.611-628,1,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.629-647,1,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.719bis.721bis.723-734,1,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.777-800,2,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.811bis-822,2,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.879-928,1,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.990-1015,2,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.1014bis.1016-1031,1,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.1066bis-1109,2,,,,
igch1383,https://greekcoinage.org/iris/id/athens.thompson_1961.1147-1157,1,,,,
igch1383,"Athens, Silver, Tetradrachm [Imitation: Th. 1365]",1,,"Imitations not in ARCH?",,
igch1383,https://greekcoinage.org/iris/id/mithradates_vi_pontus_callatay.1997.realistic.undated,1,,,,
igch1383,https://greekcoinage.org/iris/id/mithradates_vi_pontus.callatay.1997.realistic.dated,10,,,,
igch1383,https://greekcoinage.org/iris/id/mithradates_vi_pontus.callatay.1997.idealized.dated,7,,,,
igch1383,https://greekcoinage.org/iris/id/mithradates_vi_pontus.callatay.1997.idealized.pergamenian,2,,,,
igch1383,https://greekcoinage.org/iris/id/mithradates_vi_pontus.callatay.1997.idealized.athenian,2,,,,
igch1383,https://greekcoinage.org/iris/id/nicomedes_ii_bithynia.waddington.1908.40,2,,"Not in de Callataÿ 1997 catalogue?",,
igch1383,https://greekcoinage.org/iris/id/nicomedes_iii_bithynia.waddington.1908.40,5,,,,
igch1383,"Pergamum, Silver, Cistophorus",1,,"Kleiner, Pergamum 12 — doesn't seem to be in CN; parent-type required",,
igch1383,https://greekcoinage.org/iris/id/ephesus_kleiner_1972_1-74,1,,,,
igch1383,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_i,1,,,,
igch1383,https://greekcoinage.org/iris/id/ariarathes_vi_cappadocia_morkholm_1978_a.1-9,1,,,,
igch1383,https://greekcoinage.org/iris/id/ariarathes_ix_cappadocia_simonetta_2008_1,1,,,,
igch1383,https://greekcoinage.org/iris/id/ariobarzanes_i_cappadocia_simonetta_2008_1-63,1,,,,
igch1383,http://numismatics.org/sco/id/sc.1.2149.8,1,,,,
igch1383,https://numismatics.org/sco/id/sc.1.2150.5,1,,,,
igch1384,"Lysimachus, Byzantium, Silver, Tetradrachm, 150 B.C.-100 B.C.",17,,"Callataÿ groups 2A–4 (CN parent types needed for each)",,"IGCH lists Lys. of Heraclea, but FDC lumps in with Byz.?"
igch1384,https://greekcoinage.org/iris/id/mithradates_vi_pontus_callatay.1997.realistic.undated,1,,,,
igch1384,https://greekcoinage.org/iris/id/mithradates_vi_pontus.callatay.1997.idealized.dated,14,,,,
igch1384,https://greekcoinage.org/iris/id/nicomedes_iii_bithynia.waddington.1908.40,6,,,,
igch1384,https://greekcoinage.org/iris/id/nicomedes_iv_bithynia.waddington.1908.40,16,,,,
igch1385,"Amas(e)ia, Bronze",,1,"Disposition Ankara",,
igch1385,"Amisus, Bronze",,190,,,
igch1385,"Cabeira, Bronze",,4,,,
igch1385,"Chabacta, Bronze",,1,,,
igch1385,"Comana, Bronze",,7,,,
igch1385,"Amastris, Bronze",,21,,,
igch1385,"Sinope, Bronze",,27,,,
igch1385,"Uncertain value, Bronze",,1,,,
igch1386,"Panticapaeum, Bronze",,1,,,
igch1386,"Amisus, Bronze",,43,,,
igch1386,"Comana, Bronze",,1,,,
igch1386,"Amastris, Bronze",,14,,,
igch1386,"Sinope, Bronze",,2,,,
igch1387,"Amas(e)ia, Bronze",,1,,,
igch1387,"Amisus, Bronze",,16,,,
igch1387,"Comana, Bronze",,1,,,
igch1387,"Amastris, Bronze",,3,,,
igch1387,"Sinope, Bronze",,3,,,
igch1387,"Dia, Bronze",,1,,,
igch1388,"Amas(e)ia, Bronze",,[uncertain],"Disposition: Anakara",,
igch1388,"Amisus, Bronze",,[uncertain],,,
igch1388,"Cabeira, Bronze",,[uncertain],,,
igch1388,"Chabacta, Bronze",,[uncertain],,,
igch1388,"Comana, Bronze",,[uncertain],,,
igch1388,"Gaziura, Bronze",,[uncertain],,,
igch1388,"Amastris, Bronze",,[uncertain],,,
igch1388,"Pimolisa, Bronze",,[uncertain],,,
igch1388,"Sinope, Bronze",,[uncertain],,,
igch1389,"Amisus, Bronze",,42,"Disposition: Ankara",,
igch1389,"Sinope, Bronze",,1,,,
igch1389,"Uncertain value, Bronze",,1,,,
igch1390,"Amisus, Bronze",,83+,"Disposition: Istanbul",,
igch1390,"Sinope, Bronze",,3+,,,
igch1390,"Dia, Bronze",,2,,,
igch1391,"Amisus, Bronze",,12,,,
igch1392,"Amisus, Bronze [Wadd 42–44]",,250+,"Aegis/Nike type (Wadd 42–44?)",,
igch1392,https://greekcoinage.org/iris/id/amastris.waddington.1925.17,,[uncertain],"Aegis/Nike type (Wadd 17)",,
igch1393,"Amisus, Bronze",,5000+,,,
igch1394,https://greekcoinage.org/iris/id/amisus.waddington.1925.1,4,,,,
igch1394,https://greekcoinage.org/iris/id/sinope.waddington.1925.17-21a,1,,,,
igch1394,https://greekcoinage.org/iris/id/sinope.waddington.1925.22-3,13,,,,
igch1394,https://greekcoinage.org/iris/id/mazaeus_satrap_tarsus_newell_1920_3,2,,,,
igch1394,https://greekcoinage.org/iris/id/mazaeus_satrap_tarsus_newell_1920_5,3,,,,
igch1394,https://greekcoinage.org/iris/id/mazaeus_satrap_tarsus_newell_1920_6,1,,,,
igch1394,https://greekcoinage.org/iris/id/balakros_satrap_tarsus_babelon_1910_728-30,4,,,,
igch1395,http://numismatics.org/pella/id/price.1499,1,6,Abydus,,"600 certain on ANS website; 73 uncertain (of which 52 in ANS?) from IGCH; 9 others (to make 682+) uncertain (30 in Istanbul)"
igch1395,http://numismatics.org/pella/id/price.1501,2,,Abydus,,"6 more listed in IGCH but don't know what type"
igch1395,http://numismatics.org/pella/id/price.1502,6,,Abydus,,
igch1395,http://numismatics.org/pella/id/price.1503,2,,Abydus,,
igch1395,http://numismatics.org/pella/id/price.1505,11,,Abydus,,
igch1395,http://numismatics.org/pella/id/price.1506,13,,Abydus,,
igch1395,http://numismatics.org/pella/id/price.1512,1,,Abydus,,
igch1395,http://numismatics.org/pella/id/price.1513,2,,Abydus,,
igch1395,http://numismatics.org/pella/id/price.1514,1,,Abydus,,
igch1395,http://numismatics.org/pella/id/price.1515,3,,Abydus,,
igch1395,"Abydus NEW [dolphin? LF, monogram TH]",2,,"Abydus; this and this",,
igch1395,http://numismatics.org/pella/id/price.141,1,,Amphipolis,,
igch1395,http://numismatics.org/pella/id/price.50,1,,Amphipolis,,
igch1395,"Amphipolis NEW [thyrsus? LF]",1,,"Amphipolis; this",,
igch1395,http://numismatics.org/pella/id/price.3317,3,,Aradus,,
igch1395,http://numismatics.org/pella/id/price.3325A,1,,Aradus,,
igch1395,http://numismatics.org/pella/id/price.3604,3,,Babylon,,
igch1395,http://numismatics.org/pella/id/price.3693,1,,Babylon,,
igch1395,http://numismatics.org/pella/id/price.1750,26,5,Colophon,,"5 more listed in IGCH but don't know what type"
igch1395,http://numismatics.org/pella/id/price.1751,20,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1752,3,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1753,3,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1754,8,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1755,1,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1757A,3,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1759,50,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1761,12,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1762,16,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1763,3,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1764,9,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1765,5,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1767,2,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1768,2,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.1769,3,,Colophon,,
igch1395,"Colophon NEW [no symbols?]",1,,"Colophon; this",,
igch1395,http://numismatics.org/pella/id/price.1343,1,,Lampsacus,,"58 Lampsacus in IGCH, but 59 in ANS"
igch1395,http://numismatics.org/pella/id/price.1347,1,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1349,2,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1350,2,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1352,1,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1354,2,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1356,28,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1364,3,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1365,2,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1367,1,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1372,1,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1375,1,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1379,1,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1362,13,,Lampsacus,,
igch1395,http://numismatics.org/pella/id/price.1935,1,8,"Magnesia ad Maeandrum",,"8 more listed in IGCH but don't know what type"
igch1395,http://numismatics.org/pella/id/price.1936,6,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1937,9,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1938,3,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1939,3,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1941,2,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1945,4,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1946,11,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1950,1,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1965,2,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1967,1,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.1971,1,,"Magnesia ad Maeandrum",,
igch1395,"Alexander, Magnesia NEW [ram's head r. LF]",1,,"Magnesia ad Maeandrum; this",,
igch1395,"Alexander, Magnesia NEW [ram's head r. TH, spear-head RF]",1,,"Magnesia ad Maeandrum; this",,
igch1395,"Alexander, Magnesia NEW [statuette? TH]",1,,"Magnesia ad Maeandrum; this",,
igch1395,"Alexander, Magnesia NEW [cornucopia LF] (cf. P58)",1,,"Magnesia ad Maeandrum; this",,
igch1395,http://numismatics.org/pella/id/price.1973,1,,"Magnesia ad Maeandrum",,"NB: Pella rev. description inaccurate"
igch1395,http://numismatics.org/pella/id/price.2088,8,29,Miletus,,"29 more listed in IGCH but don't know what type"
igch1395,http://numismatics.org/pella/id/price.2089,1,,Miletus,,
igch1395,http://numismatics.org/pella/id/price.2090,28,,Miletus,,
igch1395,http://numismatics.org/pella/id/price.2100,1,,Miletus,,
igch1395,http://numismatics.org/pella/id/price.2121,13,,Miletus,,
igch1395,http://numismatics.org/pella/id/price.2125,1,,Miletus,,
igch1395,"Alexander, Miletus NEW? [not illus.]",1,,"Miletus. ANS lists weight as 4.29g, hence not T.194a",,
igch1395,http://numismatics.org/pella/id/price.2542,3,20,Sardis,,"20 more listed in IGCH but don't know what type"
igch1395,http://numismatics.org/pella/id/price.2547,2,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2550,6,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2553,13,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2559,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2560,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2562,2,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2563,4,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2564,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2565,3,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2566,5,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2570,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2571,11,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2575,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2576,4,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2577,2,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2578,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2580,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2582,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2589,4,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2597,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2599,6,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2600,7,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2602,3,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2603,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2617,5,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2626,13,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2627,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2628,2,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.2629,12,,Sardis,,
igch1395,https://numismatics.org/pella/id/price.2555,1,,Sardis,,
igch1395,"Alexander, Sardis [not illus.]",1,,"Sardis; this",,
igch1395,http://numismatics.org/pella/id/price.2968,1,,Side,,
igch1395,http://numismatics.org/pella/id/price.2969,3,,Side,,
igch1395,http://numismatics.org/pella/id/price.2973,1,,Side,,
igch1395,http://numismatics.org/pella/id/price.2259,4,2,Teos,,"2 more listed in IGCH but don't know what type"
igch1395,http://numismatics.org/pella/id/price.2260,8,,Teos,,
igch1395,"Alexander, Teos [""palm branch"" symbol, so 2259/2260?]",1,,"Teos; this",,
igch1395,"Alexander, Teos [illeg.]",1,,"Teos; this",,
igch1395,http://numismatics.org/pella/id/price.2700,1,,Uncertain,,"3 Uncertain recorded in IGCH, but 4 in ANS"
igch1395,http://numismatics.org/pella/id/price.2728,2,,Uncertain,,
igch1395,"Alexander, NEW [E obv.]",1,,"Uncertain; this",,
igch1395,http://numismatics.org/pella/id/price.P18,2,,Abydus,,
igch1395,http://numismatics.org/pella/id/price.P24,1,,Abydus,,
igch1395,"Philip, Abydus NEW [lyre? LF]",1,,"Abydus; this",,
igch1395,"Philip, Abydus NEW [laurel branch? LF, horse-leg? TH]",1,,"Abydus; this",,
igch1395,"Philip, Abydus NEW [corn-ear LF, monog.ΠΔ? TH—P24 var.?]",1,,"Abydus; this",,
igch1395,http://numismatics.org/pella/id/price.P42,2,,Colophon,,"4 Colophon in IGCH, but 6 in ANS"
igch1395,http://numismatics.org/pella/id/price.P43,1,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.P44,3,,Colophon,,
igch1395,http://numismatics.org/pella/id/price.P15,4,,Lampsacus,,"1 more listed in IGCH but don't know what type"
igch1395,http://numismatics.org/pella/id/price.P56,5,3,"Magnesia ad Maeandrum",,"3 more listed in IGCH but don't know what type"
igch1395,http://numismatics.org/pella/id/price.P57,10,,"Magnesia ad Maeandrum",,
igch1395,http://numismatics.org/pella/id/price.P61,2,,"Magnesia ad Maeandrum",,
igch1395,"Philip, Magnesia NEW [bee l. LF]",4,,"Magnesia ad Maeandrum; this",,
igch1395,http://numismatics.org/pella/id/price.P101,3,,Sardis,,"12 more listed in IGCH but don't know what type"
igch1395,http://numismatics.org/pella/id/price.P102,3,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P106,3,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P110,3,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P68,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P70,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P72,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P73,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P76,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P80,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P81,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P82,3,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P91,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P92A,1,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P96,2,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P97,3,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P99,4,,Sardis,,
igch1395,http://numismatics.org/pella/id/price.P125,2,,Side,,
igch1395,http://numismatics.org/pella/id/price.P126,1,,Side,,
igch1395,"Philip, Uncertain NEW [star LF, ΦΙΛ TH—P113 var.?]",1,,"Uncertain; this",,
igch1396,"Philip II, Abydus, Gold, Stater, 336 B.C.-320 B.C.",,1,,,"Details in ANS; Thompson DM2 unhelpful"
igch1396,"Philip II, Colophon, Gold, Stater, 336 B.C.-320 B.C.",,1,,,
igch1396,"Philip II, Uncertain value, Gold, Stater, 336 B.C.-320 B.C.",,1,,,
igch1396,"Alexander III of Macedon, Abydus, Gold, Stater, 323 B.C.-315 B.C.",,2+,,,
igch1396,"Philip III Arrhidaeus, Abydus, Gold, Stater",,58+,,,
igch1397,"Alexander III of Macedon, Abydus, Silver, Drachma, 336 B.C.-310 B.C.",,1,,,"Disposition Ankara"
igch1397,https://numismatics.org/pella/id/price.1356,,2,"From Thompson ADM2",,
igch1397,"Alexander III of Macedon, Colophon, Silver, Drachma, 336 B.C.-310 B.C.",,1,,,
igch1397,"Alexander III of Macedon, Uncertain value, Silver, Drachma, 336 B.C.-310 B.C.",,12,,,
igch1398,https://numismatics.org/pella/id/price.59,1,,,,
igch1398,https://numismatics.org/pella/id/price.121,1,,,,
igch1398,"Alexander, Pella NEW?",1,,"No. 3",,
igch1398,https://numismatics.org/pella/id/price.669,1,,,,
igch1398,https://numismatics.org/pella/id/price.2143,1,,,,
igch1398,https://numismatics.org/pella/id/price.2949,1,,,,
igch1398,https://numismatics.org/pella/id/price.2964,1,,,,
igch1398,https://numismatics.org/pella/id/price.3474,1,,,,
igch1398,"Price ??? [Pfeiler thought Tarsus; 3216, 3240, 3589?]",1,,"No. 9",,
igch1398,https://numismatics.org/pella/id/price.3332,1,,,,
igch1398,https://numismatics.org/pella/id/price.3426,1,,,,
igch1398,"Price ??? [all Philip III have ΣΙ]",1,,"No. 12",,
igch1398,https://numismatics.org/pella/id/price.3818,1,,,,
igch1398,https://numismatics.org/pella/id/price.P181,2,,,,
igch1398,https://numismatics.org/pella/id/price.P184,1,,,,
igch1398,https://numismatics.org/pella/id/price.P189,1,,Variant?,,
igch1398,https://numismatics.org/pella/id/price.P205,2,,,,
igch1398,https://numismatics.org/pella/id/price.3697,1,,,,
igch1398,https://numismatics.org/pella/id/price.3746,23,,,,
igch1398,https://numismatics.org/pella/id/price.3704,2,,,,
igch1398,https://numismatics.org/pella/id/price.3751,1,,,,
igch1398,https://numismatics.org/pella/id/price.3764,1,,,,
igch1398,https://numismatics.org/pella/id/price.3754,1,,,,
igch1398,https://numismatics.org/pella/id/price.3846,1,,Variant?,,
igch1399,"Alexander, Uncertain [double horse protome? LF]",1,,,,
igch1399,http://numismatics.org/pella/id/price.3153,1,,,,
igch1399,http://numismatics.org/pella/id/price.3177,1,,,,
igch1399,http://numismatics.org/pella/id/price.3805,1,,,,
igch1399,http://numismatics.org/pella/id/price.3803,1,,,,
igch1399,http://numismatics.org/pella/id/price.3529,1,,,,
igch1399,http://numismatics.org/pella/id/price.3546,1,,,,
igch1399,http://numismatics.org/pella/id/price.P216,1,,,,
igch1399,http://numismatics.org/pella/id/price.3850,1,,,,
igch1399,http://numismatics.org/pella/id/price.3851,1,,,,
igch1399,http://numismatics.org/pella/id/price.2622,1,,,,
igch1399,http://numismatics.org/pella/id/price.2664,1,,,,
igch1399,http://numismatics.org/pella/id/price.2667,1,,,,
igch1399,http://numismatics.org/sco/id/sc.1.67.6,3,,,,
igch1399,http://numismatics.org/sco/id/sc.1.68,3,,"How to handle equivalent types in ARCH? (= Pella P167)",,
igch1399,http://numismatics.org/sco/id/sc.1.69.1,1,1,"SC counts 2; 1 in ANS",,
igch1399,http://numismatics.org/sco/id/sc.1.69.3,1,1,"SC counts 2; 1 in ANS",,
igch1399,http://numismatics.org/sco/id/sc.1.69.4,3,1,"SC counts 4; 3 in ANS",,
igch1399,http://numismatics.org/sco/id/sc.1.69.6,6,1,"SC counts 7; 6 in ANS",,
igch1399,http://numismatics.org/pella/id/price.P144,1,,,,
igch1399,http://numismatics.org/pella/id/price.P148,1,,,,
igch1399,http://numismatics.org/pella/id/price.P147,1,,,,
igch1399,http://numismatics.org/pella/id/price.P158,1,,,,
igch1399,http://numismatics.org/pella/id/price.P153,1,,,,
igch1399,http://numismatics.org/pella/id/price.3568,1,,,,
