Name,Discovery Date Start,Discovery Date End,Discovery Date Uncertain,Burial Date Start,Burial Date End,CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,IGCH,Place Name,GML-compliant Coordinates,Canonical Geonames URI,Pleiades URI,Pleiades label,Nomisma URI,Geonames Feature Code Cat,Geonames Feature Code,AAT URI,AAT Label,findspot_uncertain,fromDate,fromDate_uncertain,fromDate_approximate,toDate,toDate_uncertain,toDate_approximate,IGCH lat,IGCH long,place,IGCH_region,Period
Caria,,1979,,-500,-466,,,,,,,,,9.361,,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,,,,1979,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
Massyaf,1961,1961,,-425,-420,,,,,,,,8.587,9.362,,1483,Maşyāf (Syria),"36.3406,35.0653",https://sws.geonames.org/167046/,https://pleiades.stoa.org/places/668205,Baitokaike,,seat of a second-order administrative division,,,,,1961,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
N. Syria,1974,1974,,-425,-425,1.014,,,,,,,8.587,9.363,,,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,,1974,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
Babylon,1882,1882,,-420,-400,,,,,,,,8.009|8.587,9.364,,1747,Babylon (Iraq),,https://sws.geonames.org/98228/,https://pleiades.stoa.org/places/893951,Babylon,,administrative division,,,,,1882,,,,,,,,,East,http://nomisma.org/id/classical_greece
Örcünlü,1970,1970,,-420,-420,,,,,,,,,9.365,,,Örcünlü (Türkiye),"28.52572,41.22295",https://sws.geonames.org/741102/,,,,populated place,,,,,1970,,,,,,,,,Thrace_Euxine,http://nomisma.org/id/classical_greece
Asia Minor?,1926,1926,true,-400,-400,,,,,,,,,9.370,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,TRUE,1926,,TRUE,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
Balıkesir,,1994,,-399,-300,,,,,,,,,9.371,,,Balıkesir (Türkiye),"27.88611,39.64917",https://sws.geonames.org/322165/,https://pleiades.stoa.org/places/550560,Hadrianoutherai,,seat of a first-order administrative division,,,,,,,,1994,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
Chios,1471,1471,,-399,-100,,,,,,,,,9.375,,,Chios,"26.06161,38.41102",https://sws.geonames.org/259972/,https://pleiades.stoa.org/places/550497,Chios (island),,island,,,,,1471,,,,,,,,,Asia_Minor_west,
Chios,,1820,true,-400,-366,,,,,,,,,9.376,,,Chios,"26.06161,38.41102",https://sws.geonames.org/259972/,https://pleiades.stoa.org/places/550497,Chios (island),,island,,,,,,,,1820,,TRUE,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
Cilicia,1960,1960,,-400,-366,,,,,,,,8.587,9.377,,1256,Cilicie,,https://sws.geonames.org/8261117/,https://pleiades.stoa.org/places/658440,Cilicia,,historical region,,,,,1960,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Gordion hoard 2,1957,1957,,-400,-400,,,,,,,,,9.379,,1247,Gordion (Türkiye),"31.97824,39.65049",https://sws.geonames.org/313958/,https://pleiades.stoa.org/places/609393,Gordion/Vindia?,,ruin(s),,,,,1957,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/classical_greece
Izmir,1948-09-01,1948-09-01,,-400,-400,,,,,,,,,9.380,,1197,Izmir (Türkiye),"27.13838,38.41273",https://sws.geonames.org/311046/,https://pleiades.stoa.org/places/550771,Naulochon/Smyrna/Palaia Smyrna,,seat of a first-order administrative division,,,,,1948,,,1949,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
unknown findspot,1996,1996,true,-400,-350,,,,,,,,,9.385,,,,,,,,,,,,,TRUE,1996,,TRUE,,,,,,,unknown,http://nomisma.org/id/classical_greece
"Durasalar, Mysia",1959,1959,,-390,-390,,,,,,,,,9.388,,1201,Durasılar (Türkiye),"28.22973,39.39924",https://sws.geonames.org/316117/,,,,populated place,,,,,1959,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
Cilicia,1987,1987,,-380,-380,,,,,,,,8.093,9.389,,,Cilicie,,https://sws.geonames.org/8261117/,https://pleiades.stoa.org/places/658440,Cilicia,,historical region,,,,,1987,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Nagidos,1989,1990,,-380,-380,,,,,,,,8.091,9.390,,,Bozyazı (Türkiye),"32.96113,36.1082",https://sws.geonames.org/320552/,https://pleiades.stoa.org/places/648717,Nagidos,,populated place,,,,,1989,,,1990,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Cilicia,,1914,,-380,-380,,,,,,,,8.587,9.391,,1259,Cilicie,,https://sws.geonames.org/8261117/,https://pleiades.stoa.org/places/658440,Cilicia,,historical region,,,,,,,,1914,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
unknown findspot,1980,1989,,-380,-380,,,,,,,,,9.392,,,,,,,,,,,,,TRUE,1980,,,1989,,,,,,unknown,http://nomisma.org/id/classical_greece
unknown findspot,1983,1983,,-380,-380,,,,,,,,,9.393,,,,,,,,,,,,,TRUE,1983,,,,,,,,,unknown,http://nomisma.org/id/classical_greece
unknown findspot,1988,1989,,-380,-380,,,,,,,,,9.394,,,,,,,,,,,,,TRUE,1988,,TRUE,1989,,TRUE,,,,unknown,http://nomisma.org/id/classical_greece
Cyprus,,1901,,-370,-370,,,,,,,,,9.401,,1263,Cyprus,,https://sws.geonames.org/146669/,https://pleiades.stoa.org/places/707498,Cyprus (island),,independent political entity,,,,,,,,1901,,,,,,Cyprus,http://nomisma.org/id/classical_greece
Aspendos?,1995,1995,true,-370,-370,,,,,,,,,9.402,,,Aspendos (Türkiye),"31.16903,36.94063",https://sws.geonames.org/8538446/,https://pleiades.stoa.org/places/638776,Aspendos/Primoupolis,,archaeological/prehistoric site,,,,,1995,,TRUE,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Ürkütlü,,1994,,-370,-360,,,,,,,,,9.403,,,Ürkütlü (Türkiye),"30.3,37.32472",https://sws.geonames.org/298317,https://pleiades.stoa.org/places/638812,Comama/Col. Iulia Augusta Prima Fida,,populated place,,,,,,,,1994,,,,,,Asia_Minor_central,http://nomisma.org/id/classical_greece
Beirut environs,1966,1966,,-368,-333,,,,,,,,8.587,9.404,,1500,Beirut (Lebanon),"35.50157,33.89332",https://sws.geonames.org/276781/,https://pleiades.stoa.org/places/678060,Beirut,,capital of a political entity,,,,,1966,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
Yaka,1959,1959,,-365,-365,,,,,,,,,9.407,,1214,Yakaköy (Türkiye),"28.36391,37.63908",https://sws.geonames.org/8740931/,,,,populated place,,,,,1959,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
Gazipasa,1992,1992,,-360,-360,,,,,,,,,9.408,,,Gazipaşa (Türkiye),"32.31792,36.26942",https://sws.geonames.org/314812/,,,,seat of a second-order administrative division,,,,,1992,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
"Asia Minor, southern?",,1912,,-350,-350,,,,,,,,8.587,9.409,,1252,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,,,,1912,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
"Çiftliközü, Konya",,1994,,-367,-333,,,,,,,,,9.410,,,Çiftliközü (Türkiye),"31.92611,37.95111",https://sws.geonames.org/318548/,,,,populated place,,,,,,,,1994,,,,,,Asia_Minor_central,http://nomisma.org/id/classical_greece
‘Pademlik’,,1930,,-350,-350,,,,,,,,,9.412,,1218,Yazıköy (Türkiye),"27.4475,36.69472",https://sws.geonames.org/297361/,https://pleiades.stoa.org/places/599945,Stadia,,populated place,,,,,,,,1930,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
Silifke,1987,1987,,-350,-325,,,,,,,,,9.415,,,Silifke (Türkiye),"33.93444,36.37778",https://sws.geonames.org/300808/,,,,seat of a second-order administrative division,,,,,1987,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
unknown findspot,1984,1984,true,-367,-333,,,,,,,,,9.416,,,,,,,,,,,,,TRUE,1984,,TRUE,,,,,,,unknown,http://nomisma.org/id/classical_greece
Varsak-Düden,1971,1971,,-350,-350,,,,,,,,,9.417,,,Varsak (Türkiye),"30.71588,36.98973",https://sws.geonames.org/298091/,,,,populated place,,,,,1971,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Fethiye,1929,1929,,-345,-345,,,,,,,,,9.418,,1266,Fethiye (Türkiye),"29.12758,36.64038",https://sws.geonames.org/314967/,https://pleiades.stoa.org/places/639137,Telmessos,,seat of a second-order administrative division,,,,,1929,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/classical_greece
Asia Minor,,1970,,-340,-330,,,,,,,,,9.420,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,,,,1970,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/classical_greece
Lebanon,1985,1985,,-340,-340,,,,,,,,8.143,9.422,,,Lebanon,,https://sws.geonames.org/272103/,,,,independent political entity,,,,,1985,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
"Pindakas, Chios",1954,1954,,-340,-340,,,,,,,,,9.424,,1211,Emporeios (Greece),"26.02877,38.18825",https://sws.geonames.org/262693/,,,,populated place,,,,,1954,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/classical_greece
Byblos,1931,1931,,-333,-333,,,,,,,,8.587,9.436,,1515,Byblos (Lebanon),"35.64806,34.12111",https://sws.geonames.org/273203/,https://pleiades.stoa.org/places/668216,Byblos,,seat of a second-order administrative division,,,,,1931,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
Nablus,1968,1968,,-333,-332,,,,,,,,,9.440,,1504,Nablus (Palestine),"35.25444,32.22111",https://sws.geonames.org/282615/,https://pleiades.stoa.org/places/678301,Neapolis,,seat of a second-order administrative division,,,,,1968,,,,,,,,,Levant,http://nomisma.org/id/classical_greece
Tigris River,1810,1816,,-330,-330,,,,,,,,8.587,9.450,,1762,Muhafazat Wasit (Iraq),,https://sws.geonames.org/89693/,https://pleiades.stoa.org/places/912816,Babylonia,,first-order administrative division,,,,,1810,,,1816,,,,,,East,http://nomisma.org/id/classical_greece
"Egret, Turkey (change g)",1954,1954,,-333,-300,,,,,,,,,9.454,,,Anıtkaya (Türkiye),"30.34889,38.95444",https://sws.geonames.org/323789/,,,,populated place,,,,,1954,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1999,,-333,-300,,,,,,,,,9.458,,,,,,,,,,,,,TRUE,,,,1999,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1996-06,,-333,-300,,,,,,,,,9.459,,,,,,,,,,,,,TRUE,,,,1996,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Near East,1993,1993,,-322,-322,,,,,,,,8.189,9.460,,,Levant,,https://sws.geonames.org/305104/,https://pleiades.stoa.org/places/930907033,Levant (region),,region,,,,,1993,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Khirbet el-Kerak,1936,1936,,-320,-320,,,,,,,,8.587,9.462,,1510,Kinneret (Israel),"35.56301,32.7138",https://sws.geonames.org/294462/,,,,populated place,,,,,1936,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
unknown findspot,1994,1994,,-333,-300,,,,,,,,,9.463,,,,,,,,,,,,,TRUE,1994,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1997,,-333,-300,,,,,,,,,9.464,,,,,,,,,,,,,TRUE,,,,1997,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1991,,-320,-320,,,,,,,,,9.465,,,,,,,,,,,,,TRUE,,,,1991,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Nea Paphos, Cyprus",1965,1965,,-305,-305,,,,,,,,,9.466,,1471,Kato Paphos (Cyprus),"32.41379,34.76095",https://sws.geonames.org/146272/,https://pleiades.stoa.org/places/707586,(Nea) Paphos,,section of populated place,,,,,1965,,,,,,,,,Cyprus,http://nomisma.org/id/hellenistic_greece
"Eynihan, Turkey",1974,1974,,-333,-266,,,,,,,,,9.467,,,Ayazini (Türkiye),"30.57688,39.01737",https://sws.geonames.org/322840/,,,,populated place,,,,,1974,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
Gordion hoard 8,1967,1967,,-300,-300,,,,,,,,,9.470,,,Gordion (Türkiye),"31.97824,39.65049",https://sws.geonames.org/313958/,https://pleiades.stoa.org/places/609393,Gordion/Vindia?,,ruin(s),,,,,1967,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown findspot,1998,1998,,-300,-300,,,,,,,,,9.471,,,,,,,,,,,,,TRUE,1998,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Çullugöre, Turkey",1989,1989,,-300,-267,,,,,,,,,9.472,,,Saruhanlı (Türkiye),,https://sws.geonames.org/7732938/,,,,second-order administrative division,,,,,1989,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Chios,1988,1988,,-300,-267,,,,,,,,,9.473,,,Chios,"26.06161,38.41102",https://sws.geonames.org/259972/,https://pleiades.stoa.org/places/550497,Chios (island),,island,,,,,1988,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Dandiri, Turkey",1942,1942,,-300,-267,,,3.030,,,,,,9.474,,,İhsaniye (Türkiye),"30.41639,39.02916",https://sws.geonames.org/311645/,,,,seat of a second-order administrative division,,,,,1942,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
Mugla,1945,1945,,-300,-275,,,,,,,,,9.475,,,Muğla (Türkiye),"28.3665,37.21807",https://sws.geonames.org/304184/,https://pleiades.stoa.org/places/599801,*Mobolla,,seat of a first-order administrative division,,,,,1945,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1977,,-300,-267,,,,,,,,,9.477,,,,,,,,,,,,,TRUE,,,,1977,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Western Asia Minor, Ephesus area?",1991,1991,true,-300,-250,,,,,,,,8.295,9.479,,,Ephesus (Türkiye),"27.34083,37.93972",https://sws.geonames.org/7522155/,https://pleiades.stoa.org/places/599612,Ephesus/Arsinoe(ia),,archaeological/prehistoric site,,,,,1991,TRUE,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Yılanlı, Turkey",1931,1931,,-300,-267,,,,,,,,,9.480,,,Afyonkarahisar Province (Türkiye),,https://sws.geonames.org/325302/,,,,first-order administrative division,,,,,1931,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1987,,-287,-250,,,,,,,,,9.482,,,,,,,,,,,,,TRUE,,,,1987,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Phoenicia,1997,1997,,-285,-80,,,,,,,,,9.483,,,Phoenicia,,https://sws.geonames.org/8504928/,https://pleiades.stoa.org/places/678334,Phoenice (region),,historical region,,,,,1997,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Aydincik (ancient Celenderis), Turkey",1974,1974,,-260,-260,,,,,,,,8.284,9.486,,,Aydıncık (Türkiye),"33.32016,36.1437",https://sws.geonames.org/322826/,https://pleiades.stoa.org/places/648596,Celenderis,,populated place,,,,,1974,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
unknown findspot,1995,1995,,-260,-250,,,,,,,,,9.487,,,,,,,,,,,,,TRUE,1995,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1985,,-260,-230,,,,,,,,,9.488,,,,,,,,,,,,,TRUE,,,,1985,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Hüseyinli, near Antakya",1986,1986,,-259,-258,,,,,,,,,9.489,,,Hüseyinli (Türkiye),"36.08038,36.16188",https://sws.geonames.org/438105/,,,,populated place,,,,,1986,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Gordion hoard 9,1967,1967,,-267,-233,,,,,,,,,9.490,,,Gordion (Türkiye),"31.97824,39.65049",https://sws.geonames.org/313958/,https://pleiades.stoa.org/places/609393,Gordion/Vindia?,,ruin(s),,,,,1967,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
North Syria?,1983,1983,,-250,-250,,,,,,,,8.290,9.491,,,Syria,,https://sws.geonames.org/163843/,https://pleiades.stoa.org/places/981550,Syria (Roman imperial province),,independent political entity,,,,,1983,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1983,,-250,-240,,,,,,,,,9.494,,,,,,,,,,,,,TRUE,,,,1983,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1999,,-250,-200,,,,,,,,,9.495,,,,,,,,,,,,,TRUE,,,,1999,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"Sardes, Lydia",1911,1911,,-240,-240,,,,,,,,,9.499,,1299,Sardis (Türkiye),"28.04041,38.48856",https://sws.geonames.org/9986360/,https://pleiades.stoa.org/places/550867,Sardis/Hyde?,,archaeological/prehistoric site,,,,,1911,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Sardes, Lydia",1911,1911,,-215,-215,,,,,,,,,9.500,,1300,Sardis (Türkiye),"28.04041,38.48856",https://sws.geonames.org/9986360/,https://pleiades.stoa.org/places/550867,Sardis/Hyde?,,archaeological/prehistoric site,,,,,1911,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Oylum Höyügu,1989,1989,,-200,-195,,,,,,,,,9.501,,,Kilis (Türkiye),"37.115,36.71611",https://www.geonames.org/307864/kilis.html,,,,seat of a first-order administrative division,,,,,1989,,,,,,,,,,http://nomisma.org/id/hellenistic_greece
"Pergamum, Forgers hoard",1988,1988,,-199,-100,,,,,,,,,9.502,,,Bergama (Türkiye),"27.18052,39.12074",https://sws.geonames.org/321426/,https://pleiades.stoa.org/places/550812,Pergamum,,populated place,,,,,1988,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Chios,1871,1871,,-200,-167,,,,,,,,,9.504,,,Chios,"26.06161,38.41102",https://sws.geonames.org/259972/,https://pleiades.stoa.org/places/550497,Chios (island),,island,,,,,1871,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Karacalar, near Emirdag (near Amorium, Phrygia)",,1951,,-200,-167,,,,,,,,,9.505,,,Karacalar (Türkiye),"31.24472,38.97694",https://sws.geonames.org/310122/,,,,populated place,,,,,,,,1951,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1914,true,-195,-190,,,,,,,,,9.506,,,,,,,,,,,,,TRUE,,,,1914,TRUE,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Lebanon,1989,1989,,-175,-175,,,,,,,,,9.507,,,Lebanon,,https://sws.geonames.org/272103/,,,,independent political entity,,,,,1989,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Çeltek, Yeﬂilova",1995,1995,,-170,-170,,,,,,,,,9.508,,,Çeltek (Türkiye),"29.90361,37.52639",https://sws.geonames.org/318894/,,,,populated place,,,,,1995,,,,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
Southwest Turkey ?,,1992-04,,-170,-170,,,,,,,,8.427,9.509,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,http://nomisma.org/id/greek_western_asia_minor,independent political entity,,,,,,,,1992,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Lebanon,1997,1997,,-165,-165,,,,,,,,,9.510,,,Lebanon,,https://sws.geonames.org/272103/,,,,independent political entity,,,,,1997,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
unknown findspot,1995,1995,true,-150,-150,,,,,,,,,9.512,,,,,,,,,,,,,TRUE,1995,,TRUE,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Arab el Mulk,1940,1940,,-150,-150,1.075,,,,,,,,9.513,,1552,‘Arab al Mulk (Syria),"35.9259,35.26778",https://sws.geonames.org/173096/,https://pleiades.stoa.org/places/668332,Paltos,,populated place,,,,,1940,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
"Caria, Turkey",1976,1976,,-167,-133,,,,4.057,,,,,9.516,,,Carie,,https://sws.geonames.org/8261116/,https://pleiades.stoa.org/places/1001916,Karia (late Roman province),,historical region,,,,,1976,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
E. Anatolia?,1991,1991,,-150,-100,,,,,,,,,9.517,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,TRUE,1991,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
Karakuyu,1992,1992,,-150,-100,,,,,,,,,9.518,,,Karakuyu (Türkiye),"30.4075,37.22389",https://sws.geonames.org/309589/,,,,populated place,,,,,1992,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
Samsun,,1990,,-167,-133,,,,,,,,,9.519,,,Samsun (Türkiye),"36.3361,41.27976",https://sws.geonames.org/740264/,https://pleiades.stoa.org/places/857024,Amisus/Peiraieus,,seat of a first-order administrative division,,,,,,,,1990,,,,,,Asia_Minor_north,http://nomisma.org/id/hellenistic_greece
unknown findspot,1980,1989,true,-150,-100,,,,,,,,,9.520,,,,,,,,,,,,,TRUE,1980,TRUE,,1989,TRUE,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,1986,1986,,-150,-150,,,,,,,,,9.521,,,,,,,,,,,,,TRUE,1986,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,1996,1996,,-167,-133,,,,,,,,,9.522,,,,,,,,,,,,,TRUE,1996,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
"unknown findspot, Asia Minor",,1999,,-150,-100,,,,,,,,,9.524,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,,,,1999,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
unknown findspot,1999,1999,,-150,-150,,,,,,,,,9.525,,,,,,,,,,,,,TRUE,,,,1999,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,1986,1986,,-145,-145,,,,,,,,8.467,9.526,,,,,,,,,,,,,TRUE,1986,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,1993,1993,,-144,-143,,,,,,,,,9.527,,,,,,,,,,,,,TRUE,1993,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Ain Tab,1920-01-01,1920-01-01,,-140,-120,,,,,,,,,9.528,,1542,Gaziantep (Türkiye),"37.3825,37.05944",https://sws.geonames.org/314830/,https://pleiades.stoa.org/places/658455,Doliche,,seat of a first-order administrative division,,,,,1920,,,1921,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Ordu (Cotyora),1970,1970,,-140,-120,1.080,,3.058,,,,,8.442,9.530,,,Ordu (Türkiye),"37.89047,40.97782",https://sws.geonames.org/741100/,https://pleiades.stoa.org/places/857200,Kotyora,,seat of a first-order administrative division,,,,,1970,,,,,,,,,Asia_Minor_north,http://nomisma.org/id/hellenistic_greece
unknown findspot,1997,1997,,-130,-130,,,,,,,,,9.532,,,,,,,,,,,,,TRUE,1997,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Ahmetbeyli (anc. Colophon),1973,1973,,-133,-100,,,,,,,,,9.535,,,Klaros (Türkiye),"27.19307,38.005",https://sws.geonames.org/8410831/,https://pleiades.stoa.org/places/599719,Klaros,,archaeological/prehistoric site,,,,,1973,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Antalya environs,1898,1898,,-133,-100,,,,,,,,,9.536,,,Antalya (Türkiye),"30.69556,36.90812",https://sws.geonames.org/323777/,https://pleiades.stoa.org/places/638778,Attalea,,seat of a first-order administrative division,,,,,1898,,,,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
"Gülagızı, Mugla",,1992,,-133,-100,,,,,,,,,9.537,,,Muğla (Türkiye),,https://sws.geonames.org/304183/,,,,first-order administrative division,,,,,,,,1992,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
"Saraycık (near Hisarçam, Turkey",,1994,,-133,-100,,,,,,,,,9.540,,,Saraycık (Türkiye),"30.36667,36.65",https://sws.geonames.org/301849/,,,,populated place,,,,,,,,1994,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1980,,-133,-100,,,,,,,,,9.541,,,,,,,,,,,,,TRUE,,,,1980,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Sivas,,1996,,-120,-63,,,,,,,,,9.542,,,Sivas (Türkiye),"37.01611,39.74833",https://sws.geonames.org/300619/,,,,seat of a first-order administrative division,,,,,,,,1996,,,,,,Asia_Minor_central,http://nomisma.org/id/hellenistic_greece
Asia Minor,1985,1985,,-115,-115,,,,,,,,8.474,9.543,,,Anatolia,,https://sws.geonames.org/323835/,https://pleiades.stoa.org/places/837,Asia Minor,,region,,,,,1985,,,,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
Ascalon,1988,1988,,-100,-100,,,,,,,,,9.548,,,Ashqelon (Israel),"34.57149,31.66926",https://sws.geonames.org/295620/,https://pleiades.stoa.org/places/687839,Ashqelon/Ascalon,,populated place,,,,,1988,,,,,,,,,Levant,http://nomisma.org/id/hellenistic_greece
Side,,1994,,-100,-67,,,,,,,,,9.551,,,Side (Türkiye),"31.38889,36.76667",https://sws.geonames.org/301238/,https://pleiades.stoa.org/places/639105,Side,,populated place,,,,,,,,1994,,,,,,Asia_Minor_south,http://nomisma.org/id/hellenistic_greece
unknown findspot,,1999,,-100,-67,,,,,,,,,9.552,,,,,,,,,,,,,TRUE,,,,1999,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
unknown findspot,1997,1997,,-100,-67,,,,,,,,,9.553,,,,,,,,,,,,,TRUE,1997,,,,,,,,,unknown,http://nomisma.org/id/hellenistic_greece
Marmaris,1945,1945,,-88,-88,,,,,,,,,9.555,,1355,Marmaris (Türkiye),"28.27417,36.855",https://sws.geonames.org/304782/,https://pleiades.stoa.org/places/599888,Physkos,,seat of a second-order administrative division,,,,,1945,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
Artaxata,1972,1972,,-80,-70,,,,,,,,,9.556,,,Artashat (Armenia),"44.54874,39.95484",https://sws.geonames.org/174979/,,,,seat of a first-order administrative division,,,,,1972,,,,,,,,,East,http://nomisma.org/id/hellenistic_greece
Turkey,1976,1977,,-80,-80,,,,4.072,,,,,9.557,,,Türkiye,,https://sws.geonames.org/298795/,https://pleiades.stoa.org/places/837,Asia Minor,,independent political entity,,,,,1976,,,1977,,,,,,Asia_Minor_uncertain,http://nomisma.org/id/hellenistic_greece
"Gridia, Chios",1959,1959,,-75,-75,,,,,,6.046,7.134,,9.558,,,Gridia (Greece),"26.09797,38.20853",https://sws.geonames.org/444541/,https://pleiades.stoa.org/places/550497,Chios (island),,populated place,,,,,1959,,,,,,,,,Asia_Minor_west,http://nomisma.org/id/hellenistic_greece
