"id","value","place","geonames_uri","geonames_place"
"igch0185","Peloponnesus?, before 1924","Peloponnesus","http://www.geonames.org/255620","Pelopónnisos (Greece)"
"igch2320","Granada environs, La Vega de Granada dist., 1944","Granada environs","",""
"igch0603","Teliu, 23 km. ENE of Brasov, Rumania, 1930","Teliu","http://www.geonames.org/665270","Comuna Teliu (Romania)"
"igch0410","Paeonia, 1968","Paeonia","",""
"igch1877","South Italy, c. 1950","South Italy","http://www.geonames.org/3437652","Nueva Italia (Paraguay)"
"igch0746","Bulgaria, southern, 1935","Bulgaria","http://www.geonames.org/732800","Bulgaria (Bulgaria)"
"igch0164","Euboea, c. 1952","Euboea","http://www.geonames.org/262565","Euboea (Greece)"
"igch1139","Kerch' (anc. Panticapaeum), Crimea oblast, Ukraine, 1905","Kerch'","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch1735","Diyarbekir (anc. Amida), Armenia, 1955","Diyarbekir","http://www.geonames.org/316541","Diyarbakır (Turkey)"
"igch0539","Osen, Vraca district, Bulgaria, 19511952","Osen","http://www.geonames.org/3143262","Osen (Norway)"
"igch1846","Bajaur, 1942","Bajaur","http://www.geonames.org/1183781","Bājaur (Pakistan)"
"igch2026","Rose, 15 km. N of Cosenza, Bruttium, 1913","Rose","http://www.geonames.org/3578447","Sainte-Rose (Guadeloupe)"
"igch1088","Cherronesus environs (near mod. Sevastopol'), Crimea Oblast, Ukraine, 1953","Cherronesus environs","",""
"igch0974","Graničar, c. 30 km. N of Varna, Bulgaria, 1954","Graničar","http://www.geonames.org/731043","Granichar (Bulgaria)"
"igch0751","Gorno Novo selo, c. 55 km. B of Plovdiv, Bulgaria, 1961","Gorno Novo selo","http://www.geonames.org/731175","Gorno Novo Selo (Bulgaria)"
"igch1564","Antakya? (anc. Antiocheia), Seleucis, 1963 or earlier","Antakya","http://www.geonames.org/323779","Antioch (Turkey)"
"igch1106","Anapa (anc. Gorgippia) raion, Krasnodar Territory, RSFSR, 1941","Anapa  raion","",""
"igch1994","Lucania, 1860","Lucania","http://www.geonames.org/6081633","Mount Lucania (Canada)"
"igch2090","Pachino, extreme SE Sicily, 1960","Pachino","http://www.geonames.org/2523938","Pachino (Italy)"
"igch1800","Urmia, Media Atropatene, 1914","Urmia","http://www.geonames.org/121801","Urmia (Iran)"
"igch1857","Naguman River, near Charsadda (anc. Peucolaotis), Gandhara, Pakistan, before 1943","Naguman River","http://www.geonames.org/1169531","Nagūmān River (Pakistan)"
"igch0837","Kranovo, c. 30 km. E of Silistra, Bulgaria, 1956","Kranovo","http://www.geonames.org/729983","Kranovo (Bulgaria)"
"igch0316","Piraeus, 1926","Piraeus","http://www.geonames.org/255274","Piraeus (Greece)"
"igch0679","Rodina, c. 18 km. E of Veliko Târnovo, Bulgaria, 1964","Rodina","http://www.geonames.org/7496823","Ozero Rodina (Russia)"
"igch2058","Strongoli (anc. Petelia), 25 km. N of Croton, Bruttium, 1880","Strongoli","http://www.geonames.org/6538021","Strongoli (Italy)"
"igch2171","Gela, Borgo, 1907(1096 = 160)","Gela","http://www.geonames.org/2524653","Gela (Italy)"
"igch0066","Myonia, near Delphi, Phocis, 1899","Myonia","",""
"igch0676","Pipera, outskirts of Bucharest, Rumania, 1936","Pipera","http://www.geonames.org/670778","Pipera (Romania)"
"igch0382","Greece, northern, 1934","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch0962","Čurek, c. 35 km. E of Sofia, Bulgaria, 1912","Čurek","http://www.geonames.org/732397","Churek (Bulgaria)"
"igch2380","Brusq, near Toulon (anc. Tauroentium), before 1902","Brusq","http://www.geonames.org/3004942","Le Brusq (France)"
"igch0266","Koniska, NE of Thermon, Aetolia, c. 1962","Koniska","http://www.geonames.org/259384","Koníska (Greece)"
"igch1563","Latakia (anc. Laodiceia ad Mare) environs, Seleucis, 1948","Latakia  environs","",""
"igch1466","Asia Minor, before 1722","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1628","Jerusalem (Mount Scopus), Judaea, 1944","Jerusalem","http://www.geonames.org/7303419","East Jerusalem (Palestine)"
"igch2087","Sicily, 1965","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch1709","Tell Nebesheh (anc. Am), 50 km. E of El Mansûra, 1886","Tell Nebesheh","",""
"igch0893","Adrianople (now Edirne) environs, Thrace, before 1789","Adrianople  environs","",""
"igch1213","Samos, Ionia, c. 1946","Samos","http://www.geonames.org/254114","Samos Island (Greece)"
"igch0071","Lamia, Thessaly, c. 1935-1936","Lamia","http://www.geonames.org/258620","Lamia (Greece)"
"igch0065","Boeotia, 1952 or earlier","Boeotia","http://www.geonames.org/263441","Boeotia (Greece)"
"igch2313","Pont de Molins, near Figueras, 1868","Pont de Molins","http://www.geonames.org/6534104","Pont de Molins (Spain)"
"igch1342","Rhodes (the city), 1968","Rhodes","http://www.geonames.org/6299505","Rhodes Maritsa Airport (Greece)"
"igch1339","Chios ?, c. 1933","Chios","http://www.geonames.org/259972","Chios (Greece)"
"igch1515","Byblus (mod. Jebail), Phoenicia, 1931 (175, part)","Byblus","",""
"igch1528","Tell Suikas, c. 6 km. S of Djeble (anc. Gabala), Seleucis, 1958","Tell Suikas","",""
"igch1963","Vibo Valentia (= Hipponium; formerly Monteleone), Bruttium, 1927","Vibo Valentia","http://www.geonames.org/2522776","Vibo Valentia (Italy)"
"igch0581","Oradea environs, Rumania, before 1964","Oradea environs","",""
"igch2381","Charbuy, near Auxerre, Yonne dept., 1847","Charbuy","http://www.geonames.org/3026691","Charbuy (France)"
"igch1161","Asia Minor, western, Hellespont region, 1969","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1950","Monteparano, 15 km. E of Taranto, Calabria, 1905","Monteparano","http://www.geonames.org/3172808","Monteparano (Italy)"
"igch1910","Vito Superiore, near Reggio, Bruttium, 1939","Vito Superiore","http://www.geonames.org/2522715","Vito Superiore (Italy)"
"igch2181","Palazzolo Acreide (anc. Acrae), 1896","Palazzolo Acreide","http://www.geonames.org/2523922","Palazzolo Acreide (Italy)"
"igch1962","Capua, S. Maria, Campania, 1855","Capua","http://www.geonames.org/3180601","Capua (Italy)"
"igch0975","Boljarino, c. 24 km. E of Plovdiv, Bulgaria, 1963","Boljarino","http://www.geonames.org/6459960","Boljarino (Bulgaria)"
"igch1707","Kom Truga, near Alexandria, 1932","Kom Truga","",""
"igch0857","Prjaporec, Stara Zagora district, Bulgaria, 1926","Prjaporec","http://www.geonames.org/727911","Pryaporets (Bulgaria)"
"igch1829","Bairam-Ali, c. 40 km. E of Mary (676, 1183) (formerly Merv, anc. Alexandreia Margiana), Turkmenistan, 1912","Bairam-Ali","http://www.geonames.org/1219762","Bayramaly (Turkmenistan)"
"igch0763","Poljanovgradsko, c. 50 km. NE of Jambol, Bulgaria, 1954","Poljanovgradsko","",""
"igch1805","Susiana, 1958-1959","Susiana","http://www.geonames.org/127084","Khūzestān (Iran)"
"igch1751","Mesopotamia or Babylonia, 1954","Mesopotamia or Babylonia","",""
"igch0320","Delos, 1906","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch2122","Avola, Mammanelli, 20 km. SW of Syracuse, , 1914","Avola","http://www.geonames.org/2525643","Avola (Italy)"
"igch0902","Târgoviste environs, Bulgaria, 19211922","Târgoviste environs","",""
"igch1736","Barda environs, c. 235 km. E of Baku (in anc. Armenia), Azerbaidzhan, 1929","Barda environs","",""
"igch2146","Sicily, 1879","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch0334","Delos, 1967","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch2230","Syracuse, Achradina, 1899","Syracuse","http://www.geonames.org/5140405","Syracuse (United States)"
"igch2204","Serra Orlando (anc. Morgantina), 4 km. NE of Piazza Armerina, 1966","Serra Orlando","http://www.geonames.org/7774651","Sítio Orlando Gil (Brazil)"
"igch0363","Chalcidice, Macedonia, c. 1936","Chalcidice","http://www.geonames.org/735805","Chalcidice (Greece)"
"igch0299","Crete, before 1951","Crete","http://www.geonames.org/6697802","Crete (Greece)"
"igch0159","Phayttus, near Tricca, Thessaly, c. 1956","Phayttus","",""
"igch1085","Velikaia Mikhailovka, Odessa oblast, Ukraine, 1949","Velikaia Mikhailovka","",""
"igch1845","Bajaur, Gandhara, Pakistan, 1926","Bajaur","http://www.geonames.org/1183781","Bājaur (Pakistan)"
"igch1172","Chios, , 1919","Chios","http://www.geonames.org/259972","Chios (Greece)"
"igch1792","Susa, Susiana, 1931-1932","Susa","http://www.geonames.org/409419","Şuşa Şəhəri (Azerbaijan)"
"igch0878","Sozopol (anc. Apollonia Pontica), SE of Burgas, Bulgaria, 1947","Sozopol","http://www.geonames.org/726963","Sozopol (Bulgaria)"
"igch1915","Torchiarolo, 16 km. S of Brindisi, Calabria, 1927","Torchiarolo","http://www.geonames.org/3165535","Torchiarolo (Italy)"
"igch0184","Kato Kleitoria, near Tripolis, Arcadia, 1936","Kato Kleitoria","",""
"igch1952","Ruvo (anc. Rubi), 35 km. W of Bari, Apulia, 1877","Ruvo","http://www.geonames.org/3168770","Ruvo di Puglia (Italy)"
"igch1285","Rhodes, 1936","Rhodes","http://www.geonames.org/400665","Rhodes (Greece)"
"igch2020","Catanzaro environs, 1969","Catanzaro environs","",""
"igch2035","Castagneto, near Teramo, 24 km. SSE of Ascoli Piceno, Picenum, 1912","Castagneto","http://www.geonames.org/3179762","Castagneto Carducci (Italy)"
"igch1166","Bairakli, Izmir (anc. Smyrna), Ionia, , 1951","Bairakli","http://www.geonames.org/252303","Vamvakoú (Greece)"
"igch0876","Borcea, c. 34 km. NE of Calarasi, Rumania, c. 1907-1908","Borcea","http://www.geonames.org/8334843","Comuna Borcea (Romania)"
"igch1184","Erythrae (mod. Çesme), Ionia, , c. 1923","Erythrae","http://www.geonames.org/315376","Erythrae (Turkey)"
"igch0998","Berezan' Island (anc. Leuke), off the Dnieper-Bug estuary, Ukraine, 1904","Berezan' Island","http://www.geonames.org/712388","Ostriv Berezan' (Ukraine)"
"igch0415","Rumania, before 1938","Rumania","http://www.geonames.org/798549","Romania (Romania)"
"igch1413","Ayaz-In, c. 30 km. N of Afyon-Karahissar (anc. Prymnessus), Phrygia, c. 1953","Ayaz-In","",""
"igch0950","Dragomir, c. 25 km. NE of Pazardzik, Bulgaria, 1940","Dragomir","http://www.geonames.org/731958","Dragomir (Bulgaria)"
"igch0662","Stancuta, c. 39 km. SSW of Braila, Rumania, 1953","Stancuta","http://www.geonames.org/666308","Comuna Stăncuţa (Romania)"
"igch1120","Tuapse environs, Krasnodar Terri-(48 = 1116) tory, RSFSR, 1908","Tuapse environs","",""
"igch1094","Nymphaeum (mod. Geroevka, formerly Ėl'tigen), S of Kerch', Crimea oblast, Ukraine, 1950","Nymphaeum (mod. Geroevka","",""
"igch0254","Canea (anc. Cydonia) environs, Crete, 1922","Canea  environs","",""
"igch1508","Saida (anc. Sidon), Phoenicia, 1829, (881, 882, 884) 1852, 1863","Saida","http://www.geonames.org/2482572","Saïda (Algeria)"
"igch0250","Attica, 1955","Attica","http://www.geonames.org/255274","Piraeus (Greece)"
"igch2132","Gibil Gabib, near Caltanissetta, 1928","Gibil Gabib","",""
"igch0550","Serres environs, Macedonia, 1913","Serres environs","",""
"igch1825","Takhta-Bazar, c. 210 km. S of Mary (formerly Merv, anc. Alexandreia Margiana), Turkmenistan, 1886","Takhta-Bazar","http://www.geonames.org/1465114","Takhta-Bazar (Turkmenistan)"
"igch0435","Ogoja, c. 60 km. NE of Sofia, Bulgaria, 1956","Ogoja","http://www.geonames.org/7932500","Ogoja (Nigeria)"
"igch1265","Antalya (anc. Attalla), Pamphylia, before 1947","Antalya","http://www.geonames.org/323777","Antalya (Turkey)"
"igch1268","Asia Minor, southern, before 1948","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0906","Plovdiv (anc. Philippopolis) environs, Bulgaria, 1934","Plovdiv  environs","",""
"igch0920","Korten, just N of Nova Zagora, Bulgaria, 1938","Korten","http://www.geonames.org/6460552","Korten (Bulgaria)"
"igch1668","Egypt, 1912","Egypt","http://www.geonames.org/357994","Egypt (Egypt)"
"igch1600","Golan (anc. Gaulanitis or Trachonitis), 1932","Golan","http://www.geonames.org/173708","Golan Heights (Syria)"
"igch0439","Scarisoara, c. 33 km. SE of Bucharest, Rumania, 1950-1952","Scarisoara","http://www.geonames.org/667720","Comuna Scărişoara (Romania)"
"igch0248","Preveza?, Epirus, 1933-1934","Preveza","http://www.geonames.org/254698","Preveza (Greece)"
"igch1082","Tokarevka (formerly Poniatovka), Belozerka raion, Kherson oblast, Ukraine, 1824","Tokarevka","http://www.geonames.org/1518111","Tokarevka (Kazakhstan)"
"igch0192","Aliveri environs, Euboea, after 1930","Aliveri environs","",""
"igch0476","Greece, northern, before 1840","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch0388","Proti, SW of Drama, Macedonia, 1963","Proti","http://www.geonames.org/734443","Próti (Greece)"
"igch0401","Nicoreşti, 25 km. NNW of Focsani, Rumania, before 1932","Nicoreşti","http://www.geonames.org/672243","Comuna Nicoreşti (Romania)"
"igch1893","Paestum (anc. Poseidonia), 1870","Paestum","http://www.geonames.org/3171709","Paestum (Italy)"
"igch2306","Constantine, (anc. Cirta), 300 km. E of Algiers, Algeria, 1912","Constantine","http://www.geonames.org/2501152","Constantine (Algeria)"
"igch0542","Tartasesti, 26 km. NW of Bucharest, Rumania, 1910","Tartasesti","http://www.geonames.org/665478","Comuna Tărtăşeşti (Romania)"
"igch1701","Delta, 1927-1928","Delta","http://www.geonames.org/3644541","Delta Amacuro (Venezuela)"
"igch1353","Bodrum, c. 1967","Bodrum","http://www.geonames.org/320995","Bodrum (Turkey)"
"igch2072","Himera ?, 1892","Himera","http://www.geonames.org/2435132","Bitchotchi Himéra (Chad)"
"igch0210","Carystus ?, Euboea, 1930","Carystus","",""
"igch1125","Vinogradnoe, Anapa raion, Krasnodar Territory, RSFSR, 1964","Vinogradnoe","http://www.geonames.org/1517444","Vīnogradnoe (Kazakhstan)"
"igch1083","Olbia (mod. Parutino), Ochakov raion, Nikolaev oblast, Ukraine, 1936","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch2046","Campo Laurelli, Campobasso region, Samnium, 1854","Campo Laurelli","",""
"igch0309","Khouliaradhes, near Dodona, Epirus, before 1967","Khouliaradhes","http://www.geonames.org/251504","Xirikón (Greece)"
"igch0049","Thessaly ?, before 1931","Thessaly","http://www.geonames.org/6697809","Thessaly (Greece)"
"igch1421","Cilicia, 1964","Cilicia","http://www.geonames.org/8378491","Cilicia (Roman province) (Turkey)"
"igch1578","Aleppo environs, Cyrrhestica, 1950","Aleppo environs","",""
"igch0665","Tiranë, Albania, 1963","Tiranë","http://www.geonames.org/3183875","Tirana (Albania)"
"igch0246","Peloponnesus, 1936","Peloponnesus","http://www.geonames.org/255620","Pelopónnisos (Greece)"
"igch0651","Fundeni, 11 km. NE of Bucharest, Rumania, 1952","Fundeni","http://www.geonames.org/677805","Comuna Fundeni (Romania)"
"igch2079","Messina, c. 1940","Messina","http://www.geonames.org/2524170","Messina (Italy)"
"igch2066","Gela, 1956","Gela","http://www.geonames.org/2524653","Gela (Italy)"
"igch2270","Malta, before 1938","Malta","http://www.geonames.org/2562770","Malta (Malta)"
"igch1437","Asia Minor, c. 1964","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0512","Bucovat, 4 km. WSW of Craiova, Rumania, 1910-1920","Bucovat","http://www.geonames.org/683539","Comuna Bucovăţ (Romania)"
"igch0814","Daeni, 75 km. NNW of Constanta, Rumania, 1909","Daeni","http://www.geonames.org/679829","Comuna Dăeni (Romania)"
"igch1306","Chios, Ionia, c. 1909","Chios","http://www.geonames.org/259972","Chios (Greece)"
"igch0095","Messene, 1922 or earlier","Messene","http://www.geonames.org/8133986","Messene (Greece)"
"igch1595","Palestine, before 1945","Palestine","http://www.geonames.org/6254930","Palestine (Palestine)"
"igch2166","Sicily, c. 1955","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch0091","Siphnos, 1930","Siphnos","http://www.geonames.org/253923","Sifnos (Greece)"
"igch1408","Pisidia?, c. 1959","Pisidia","http://www.geonames.org/8224038","Antioch in Pisidia (Turkey)"
"igch1851","Charsadda (anc. Peucolaotis), environs, Gandhara, Pakistan, c. 1936","Charsadda","http://www.geonames.org/7419051","Chārsadda District (Pakistan)"
"igch1761","Babylonia, c. 1900 ?","Babylonia","http://www.geonames.org/98228","Babylon (Iraq)"
"igch1356",""Dalyan" (formerly Bunar Baschi; anc. Alexandreia Troas), 1875",""Dalyan"","http://www.geonames.org/317681","Dalyan (Turkey)"
"igch1640","Benha el Asl (anc. Athribis), 50 km. N of Cairo, 1929","Benha el Asl","",""
"igch1531","Syria?, 1962","Syria","http://www.geonames.org/163843","Syria (Syria)"
"igch0174","Naupactus, Locris, 1955","Naupactus","http://www.geonames.org/256639","Nafpaktos (Greece)"
"igch0889","Beli dol, c. 60 km. E of Kârdzali, Bulgaria, 1966","Beli dol","http://www.geonames.org/733342","Beli Dol (Bulgaria)"
"igch0654","Hotarani, 30 km. SSE of Turnu Severin, Rumania, 1914","Hotarani","http://www.geonames.org/675972","Hotărani (Romania)"
"igch2269","Mqabba, Malta, 1923","Mqabba","http://www.geonames.org/2562701","Mqabba (Malta)"
"igch2192","Catania, 1932","Catania","http://www.geonames.org/2525068","Catania (Italy)"
"igch1615","Tiberias, Galilee, 1967","Tiberias","http://www.geonames.org/293322","Tiberias (Israel)"
"igch2326","Cadiz, early 20th cent.","Cadiz","http://www.geonames.org/2520600","Cadiz (Spain)"
"igch1258","Bereket, c. 30 km. N of Gilindere (anc. Celenderis), Cilicia, 1958","Bereket","http://www.geonames.org/321442","Bereket (Turkey)"
"igch2305","Teboursouk, 100 km. SW of Tunis, Tunisia, 1903","Teboursouk","http://www.geonames.org/2464854","Monts de Tabursuq (Tunisia)"
"igch1492","Palestine ?, before 1944","Palestine","http://www.geonames.org/6254930","Palestine (Palestine)"
"igch1483","Massyaf, near anc. Baetocaece, N Phoenicia, 1961","Massyaf","http://www.geonames.org/167046","Maşyāf (Syria)"
"igch1650","Delta, 1940","Delta","http://www.geonames.org/3644541","Delta Amacuro (Venezuela)"
"igch0556","Durazzo (Durrës; anc. Dyrrhachium), Albania, 1894","Durazzo","http://www.geonames.org/3185728","Durrës (Albania)"
"igch1070","Kerch' (anc. Panticapaeum), Crimea oblast, Ukraine, 1879","Kerch'","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch0553","Macedonia, 1960?","Macedonia","http://www.geonames.org/718075","Macedonia (Macedonia)"
"igch1967","South Italy, 1969","South Italy","http://www.geonames.org/3437652","Nueva Italia (Paraguay)"
"igch0336","Delos, 1964","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch0327","Epirus, before 1847","Epirus","http://www.geonames.org/6697804","Epirus (Greece)"
"igch1633","Cyrenaica, before 1850","Cyrenaica","http://www.geonames.org/88252","Cyrenaica (Libya)"
"igch1061","Olbia (mod. Parutino), 1949","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch1476","Cyprus, before 1934","Cyprus","http://www.geonames.org/146669","Cyprus (Cyprus)"
"igch0653","Kerassia, near anc. Aeneia, Macedonia, 1959?","Kerassia","",""
"igch0166","Greece, central, before 1954","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch0612","Bulgaria, northwest, 1953","Bulgaria","http://www.geonames.org/732800","Bulgaria (Bulgaria)"
"igch0606","Panciu, 22 km. NNW of Focsani, Rumania, 1915","Panciu","http://www.geonames.org/8334934","Oraş Panciu (Romania)"
"igch0111","Thessaly (Larissa or Crannon), c. 1937","Thessaly","http://www.geonames.org/6697809","Thessaly (Greece)"
"igch0987","Olbia (mod. Parutino), 1948","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch2078","Agrigento (anc. Acragas), 1918","Agrigento","http://www.geonames.org/2525764","Agrigento (Italy)"
"igch1583","Akkar, c. 45 km. SW of Homs (anc. Emesa), Seleucis, 1951","Akkar","http://www.geonames.org/280572","Caza de Aakkâr (Lebanon)"
"igch0196","Naupactus environs, Locris, c. 1910","Naupactus environs","",""
"igch0234","Tricca (Trikkala) environs, Thessaly, 1961","Tricca  environs","",""
"igch1916","Ionian Shore, Bruttium, 1908","Ionian Shore","",""
"igch0357","Hierissos, near anc. Acanthus, Macedonia, 1934","Hierissos","http://www.geonames.org/736130","Ierissós (Greece)"
"igch1769","Mesopotamia, 1914-1918","Mesopotamia","http://www.geonames.org/99237","Iraq (Iraq)"
"igch1453","Asia Minor, c. 1962","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch2273","Decimoputzu, near Cagliari, Sardinia, 1879","Decimoputzu","http://www.geonames.org/2524864","Decimoputzu (Italy)"
"igch1766","Nimrud on the Tigris, c. 40 km. below Ninive, Adiabene, 1957","Nimrud on the Tigris","",""
"igch0445","Pontoleibade-Kilkis, Macedonia, 1961","Pontoleibade-Kilkis","",""
"igch1098","Olbia (mod. Parutino), Ochakov raion, Nikolaev oblast, Ukraine, 1959","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
