key,val
407,theo_ii_e
408,theo_ii_e
409,theo_ii_e
410,theo_ii_e
411,theo_ii_e
412,theo_ii_e
413,theo_ii_e
414,theo_ii_e
415,theo_ii_e
416,theo_ii_e
417,theo_ii_e
418,theo_ii_e
419,theo_ii_e
420,theo_ii_e
421,theo_ii_e
422,theo_ii_e
423,theo_ii_e
424,theo_ii_e
425,theo_ii_e
426,theo_ii_e
427,theo_ii_e
428,theo_ii_e
429,theo_ii_e
430,theo_ii_e
431,theo_ii_e
432,theo_ii_e
433,theo_ii_e
434,theo_ii_e
435,theo_ii_e
436,theo_ii_e
437,theo_ii_e
438,theo_ii_e
439,theo_ii_e
440,theo_ii_e
441,theo_ii_e
442,theo_ii_e
443,theo_ii_e
444,theo_ii_e
445,theo_ii_e
446,theo_ii_e
447,theo_ii_e
448,theo_ii_e
449,theo_ii_e
450,theo_ii_e
451,theo_ii_e
452,theo_ii_e
453,theo_ii_e
454,theo_ii_e
455,theo_ii_e
456,theo_ii_e
457,theo_ii_e
458,theo_ii_e
459,theo_ii_e
460,theo_ii_e
461,theo_ii_e
462,theo_ii_e
463,theo_ii_e
464,theo_ii_e
465,theo_ii_e
501,marc_e
502,marc_e
503,marc_e
504,marc_e
505,marc_e
506,marc_e
507,marc_e
508,marc_e
509,marc_e
510,marc_e
511,marc_e
512,marc_e
513,marc_e
514,marc_e
515,marc_e
516,marc_e
517,marc_e
518,marc_e
519,marc_e
520,marc_e
521,marc_e
522,marc_e
523,marc_e
524,marc_e
525,marc_e
526,marc_e
527,marc_e
528,marc_e
529,marc_e
530,marc_e
531,marc_e
532,marc_e
533,marc_e
534,marc_e
535,marc_e
536,marc_e
537,marc_e
538,marc_e
539,marc_e
540,marc_e
541,marc_e
542,marc_e
543,marc_e
544,marc_e
545,marc_e
546,marc_e
547,marc_e
548,marc_e
549,marc_e
550,marc_e
551,marc_e
552,marc_e
553,marc_e
554,marc_e
555,marc_e
556,marc_e
557,marc_e
558,marc_e
559,marc_e
560,marc_e
561,marc_e
562,marc_e
563,marc_e
564,marc_e
565,marc_e
566,marc_e
567,marc_e
568,marc_e
569,marc_e
570,marc_e
601,leo_i_e
602,leo_i_e
603,leo_i_e
604,leo_i_e
605,leo_i_e
606,leo_i_e
607,leo_i_e
608,leo_i_e
609,leo_i_e
610,leo_i_e
611,leo_i_e
612,leo_i_e
613,leo_i_e
614,leo_i_e
615,leo_i_e
616,leo_i_e
617,leo_i_e
618,leo_i_e
619,leo_i_e
620,leo_i_e
621,leo_i_e
622,leo_i_e
623,leo_i_e
624,leo_i_e
625,leo_i_e
626,leo_i_e
627,leo_i_e
628,leo_i_e
629,leo_i_e
630,leo_i_e
631,leo_i_e
632,leo_i_e
633,leo_i_e
634,leo_i_e
635,leo_i_e
636,leo_i_e
637,leo_i_e
638,leo_i_e
639,leo_i_e
640,leo_i_e
641,leo_i_e
642,leo_i_e
643,leo_i_e
644,leo_i_e
645,leo_i_e
646,leo_i_e
647,leo_i_e
648,leo_i_e
649,leo_i_e
650,leo_i_e
651,leo_i_e
652,leo_i_e
653,leo_i_e
654,leo_i_e
655,leo_i_e
656,leo_i_e
657,leo_i_e
658,leo_i_e
659,leo_i_e
660,leo_i_e
661,leo_i_e
662,leo_i_e
663,leo_i_e
664,leo_i_e
665,leo_i_e
666,leo_i_e
667,leo_i_e
668,leo_i_e
669,leo_i_e
670,leo_i_e
671,leo_i_e
672,leo_i_e
673,leo_i_e
674,leo_i_e
675,leo_i_e
676,leo_i_e
677,leo_i_e
678,leo_i_e
679,leo_i_e
680,leo_i_e
681,leo_i_e
682,leo_i_e
683,leo_i_e
684,leo_i_e
685,leo_i_e
686,leo_i_e
687,leo_i_e
688,leo_i_e
689,leo_i_e
690,leo_i_e
691,leo_i_e
692,leo_i_e
693,leo_i_e
694,leo_i_e
695,leo_i_e
696,leo_i_e
697,leo_i_e
698,leo_i_e
699,leo_i_e
700,leo_i_e
701,leo_i_e
702,leo_i_e
703,leo_i_e
704,leo_i_e
705,leo_i_e
706,leo_i_e
707,leo_i_e
708,leo_i_e
709,leo_i_e
710,leo_i_e
711,leo_i_e
712,leo_i_e
713,leo_i_e
714,leo_i_e
715,leo_i_e
716,leo_i_e
717,leo_i_e
718,leo_i_e
719,leo_i_e
720,leo_i_e
721,leo_i_e
722,leo_i_e
723,leo_i_e
724,leo_i_e
801,leo_ii_e
802,leo_ii_e
803,leo_ii-zen_e
804,leo_ii-zen_e
805,leo_ii-zen_e
806,leo_ii-zen_e
807,leo_ii-zen_e
808,leo_ii-zen_e
901,zeno(1)_e
902,zeno(1)_e
903,zeno(1)_e
904,zeno(1)_e
1001,bas_e
1002,bas_e
1003,bas_e
1004,bas_e
1005,bas_e
1006,bas_e
1007,bas_e
1008,bas_e
1009,bas_e
1010,bas_e
1011,bas_e
1012,bas_e
1013,bas_e
1014,bas_e
1015,bas_e
1016,bas_e
1017,bas_e
1018,bas_e
1019,bas-mar_e
1020,bas-mar_e
1021,bas-mar_e
1022,bas-mar_e
1023,bas-mar_e
1024,bas-mar_e
1025,bas-mar_e
1026,bas-mar_e
1027,bas-mar_e
1028,bas-mar_e
1029,bas-mar_e
1030,bas-mar_e
1031,bas-mar_e
1032,bas-mar_e
1033,bas-mar_e
1034,bas-mar_e
905,zeno(2)_e
906,zeno(2)_e
907,zeno(2)_e
908,zeno(2)_e
909,zeno(2)_e
910,zeno(2)_e
911,zeno(2)_e
912,zeno(2)_e
913,zeno(2)_e
914,zeno(2)_e
915,zeno(2)_e
916,zeno(2)_e
917,zeno(2)_e
918,zeno(2)_e
919,zeno(2)_e
920,zeno(2)_e
921,zeno(2)_e
922,zeno(2)_e
922a,zeno(2)_e
923,zeno(2)_e
924,zeno(2)_e
925,zeno(2)_e
926,zeno(2)_e
927,zeno(2)_e
928,zeno(2)_e
929,zeno(2)_e
930,zeno(2)_e
931,zeno(2)_e
932,zeno(2)_e
933,zeno(2)_e
933a,zeno(2)_e
934,zeno(2)_e
935,zeno(2)_e
936,zeno(2)_e
937,zeno(2)_e
938,zeno(2)_e
939,zeno(2)_e
940,zeno(2)_e
941,zeno(2)_e
942,zeno(2)_e
943,zeno(2)_e
944,zeno(2)_e
945,zeno(2)_e
945a,zeno(2)_e
946,zeno(2)_e
947,zeno(2)_e
948,zeno(2)_e
949,zeno(2)_e
950,zeno(2)_e
951,zeno(2)_e
952,zeno(2)_e
952a,zeno(2)_e
953,zeno(2)_e
954,zeno(2)_e
955,zeno(2)_e
956,zeno(2)_e
957,zeno(2)_e
958,zeno(2)_e
959,zeno(2)_e
960,zeno(2)_e
961,zeno(2)_e
962,zeno(2)_e
963,zeno(2)_e
964,zeno(2)_e
965,zeno(2)_e
966,zeno(2)_e
967,zeno(2)_e
968,zeno(2)_e
969,zeno(2)_e
970,zeno(2)_e
971,zeno(2)_e
972,zeno(2)_e
973,zeno(2)_e
974,zeno(2)_e
975,zeno(2)_e
976,zeno(2)_e
1101,leon_e
1102,leon_e
1103,leon_e
1201,hon_w
1202,hon_w
1203,hon_w
1204,hon_w
1205,hon_w
1206,hon_w
1207,hon_w
1208,hon_w
1209,hon_w
1210,hon_w
1211,hon_w
1212,hon_w
1213,hon_w
1214,hon_w
1215,hon_w
1216,hon_w
1217,hon_w
1218,hon_w
1219,hon_w
1220,hon_w
1221,hon_w
1222,hon_w
1223,hon_w
1224,hon_w
1225,hon_w
1226,hon_w
1227,hon_w
1228,hon_w
1229,hon_w
1230,hon_w
1231,hon_w
1232,hon_w
1233,hon_w
1234,hon_w
1235,hon_w
1236,hon_w
1237,hon_w
1238,hon_w
1239,hon_w
1240,hon_w
1241,hon_w
1242,hon_w
1243,hon_w
1244,hon_w
1245,hon_w
1246,hon_w
1247,hon_w
1248,hon_w
1249,hon_w
1250,hon_w
1251,hon_w
1252,hon_w
1253,hon_w
1254,hon_w
1255,hon_w
1256,hon_w
1257,hon_w
1258,hon_w
1259,hon_w
1260,hon_w
1261,hon_w
1262,hon_w
1263,hon_w
1264,hon_w
1265,hon_w
1266,hon_w
1267,hon_w
1268,hon_w
1269,hon_w
1270,hon_w
1271,hon_w
1272,hon_w
1273,hon_w
1274,hon_w
1275,hon_w
1276,hon_w
1277,hon_w
1278,hon_w
1279,hon_w
1280,hon_w
1281,hon_w
1282,hon_w
1283,hon_w
1284,hon_w
1285,hon_w
1286,hon_w
1287,hon_w
1288,hon_w
1289,hon_w
1290,hon_w
1291,hon_w
1292,hon_w
1293,hon_w
1294,hon_w
1295,hon_w
1296,hon_w
1297,hon_w
1298,hon_w
1299,hon_w
1300,hon_w
1301,hon_w
1302,hon_w
1303,hon_w
1304,hon_w
1305,hon_w
1306,hon_w
1307,hon_w
1308,hon_w
1309,hon_w
1310,hon_w
1311,hon_w
1312,hon_w
1313,hon_w
1314,hon_w
1315,hon_w
1316,hon_w
1317,hon_w
1318,hon_w
1319,hon_w
1320,hon_w
1321,hon_w
1322,hon_w
1323,hon_w
1324,hon_w
1325,hon_w
1326,hon_w
1327,hon_w
1328,hon_w
1329,hon_w
1330,hon_w
1331,hon_w
1332,hon_w
1333,hon_w
1334,hon_w
1335,hon_w
1336,hon_w
1337,hon_w
1338,hon_w
1339,hon_w
1340,hon_w
1341,hon_w
1342,hon_w
1343,hon_w
1344,hon_w
1345,hon_w
1346,hon_w
1347,hon_w
1348,hon_w
1349,hon_w
1350,hon_w
1351,hon_w
1352,hon_w
1353,hon_w
1354,hon_w
1355,hon_w
1356,hon_w
1357,hon_w
1358,hon_w
1359,hon_w
1360,hon_w
1361,hon_w
1362,hon_w
1363,hon_w
1364,hon_w
1365,hon_w
1366,hon_w
1367,hon_w
1368,hon_w
1369,hon_w
1370,hon_w
1371,hon_w
1372,hon_w
1373,hon_w
1374,hon_w
1375,hon_w
1376,hon_w
1401,pr_att_w
1402,pr_att_w
1403,pr_att_w
1404,pr_att_w
1405,pr_att_w
1406,pr_att_w
1407,pr_att_w
1408,pr_att_w
1409,pr_att_w
1410,pr_att_w
1411,pr_att_w
1412,pr_att_w
1413,pr_att_w
1414,pr_att_w
1415,pr_att_w
1416,pr_att_w
1417,pr_att_w
1501,con_iii_w
1502,con_iii_w
1503,con_iii_w
1504,con_iii_w
1505,con_iii_w
1506,con_iii_w
1507,con_iii_w
1508,con_iii_w
1509,con_iii_w
1510,con_iii_w
1511,con_iii_w
1512,con_iii_w
1513,con_iii_w
1514,con_iii_w
1515,con_iii_w
1516,con_iii_w
1517,con_iii_w
1518,con_iii_w
1519,con_iii_w
1520,con_iii_w
1521,con_iii_w
1522,con_iii_w
1523,con_iii_w
1524,con_iii_w
1525,con_iii_w
1526,con_iii_w
1527,con_iii_w
1528,con_iii_w
1529,con_iii_w
1530,con_iii_w
1531,con_iii_w
1532,con_iii_w
1533,con_iii_w
1534,con_iii_w
1535,con_iii_w
1536,con_iii_w
1537,con_iii_w
1538,con_iii_w
1539,con_iii_w
1540,con_iii_w
1541,con_iii_w
1542,con_iii_w
1543,con_iii_w
1544,con_iii_w
1545,con_iii_w
1546,con_iii_w
1601,max_barc_w
1602,max_barc_w
1603,max_barc_w
1604,max_barc_w
1701,jov_w
1702,jov_w
1703,jov_w
1704,jov_w
1705,jov_w
1706,jov_w
1707,jov_w
1708,jov_w
1709,jov_w
1710,jov_w
1711,jov_w
1712,jov_w
1713,jov_w
1714,jov_w
1715,jov_w
1716,jov_w
1717,jov_w
1718,jov_w
1719,jov_w
1720,jov_w
1721,jov_w
1722,jov_w
1801,theo_ii_w
1802,theo_ii_w
1803,theo_ii_w
1804,theo_ii_w
1805,theo_ii_w
1806,theo_ii_w
1807,theo_ii_w
1808,theo_ii_w
1809,theo_ii_w
1810,theo_ii_w
1811,theo_ii_w
1901,joh_w
1902,joh_w
1903,joh_w
1904,joh_w
1905,joh_w
1906,joh_w
1907,joh_w
1908,joh_w
1909,joh_w
1910,joh_w
1911,joh_w
1912,joh_w
1913,joh_w
1914,joh_w
1915,joh_w
1916,joh_w
1917,joh_w
1918,joh_w
1919,joh_w
1920,joh_w
1921,joh_w
1922,joh_w
1923,joh_w
2001,valt_iii_w
2002,valt_iii_w
2003,valt_iii_w
2004,valt_iii_w
2005,valt_iii_w
2006,valt_iii_w
2007,valt_iii_w
2008,valt_iii_w
2009,valt_iii_w
2010,valt_iii_w
2011,valt_iii_w
2012,valt_iii_w
2013,valt_iii_w
2014,valt_iii_w
2015,valt_iii_w
2016,valt_iii_w
2017,valt_iii_w
2018,valt_iii_w
2019,valt_iii_w
2020,valt_iii_w
2021,valt_iii_w
2022,valt_iii_w
2023,valt_iii_w
2024,valt_iii_w
2025,valt_iii_w
2026,valt_iii_w
2027,valt_iii_w
2028,valt_iii_w
2029,valt_iii_w
2030,valt_iii_w
2031,valt_iii_w
2032,valt_iii_w
2033,valt_iii_w
2034,valt_iii_w
2035,valt_iii_w
2036,valt_iii_w
2037,valt_iii_w
2038,valt_iii_w
2039,valt_iii_w
2040,valt_iii_w
2041,valt_iii_w
2042,valt_iii_w
2043,valt_iii_w
2044,valt_iii_w
2045,valt_iii_w
2046,valt_iii_w
2047,valt_iii_w
2048,valt_iii_w
2049,valt_iii_w
2050,valt_iii_w
2051,valt_iii_w
2052,valt_iii_w
2053,valt_iii_w
2054,valt_iii_w
2055,valt_iii_w
2056,valt_iii_w
2057,valt_iii_w
2058,valt_iii_w
2059,valt_iii_w
2060,valt_iii_w
2061,valt_iii_w
2062,valt_iii_w
2063,valt_iii_w
2064,valt_iii_w
2065,valt_iii_w
2066,valt_iii_w
2067,valt_iii_w
2068,valt_iii_w
2069,valt_iii_w
2070,valt_iii_w
2071,valt_iii_w
2072,valt_iii_w
2073,valt_iii_w
2074,valt_iii_w
2075,valt_iii_w
2076,valt_iii_w
2077,valt_iii_w
2078,valt_iii_w
2079,valt_iii_w
2080,valt_iii_w
2081,valt_iii_w
2082,valt_iii_w
2083,valt_iii_w
2084,valt_iii_w
2085,valt_iii_w
2086,valt_iii_w
2087,valt_iii_w
2088,valt_iii_w
2089,valt_iii_w
2090,valt_iii_w
2091,valt_iii_w
2092,valt_iii_w
2093,valt_iii_w
2094,valt_iii_w
2095,valt_iii_w
2096,valt_iii_w
2097,valt_iii_w
2098,valt_iii_w
2099,valt_iii_w
2100,valt_iii_w
2101,valt_iii_w
2102,valt_iii_w
2103,valt_iii_w
2104,valt_iii_w
2105,valt_iii_w
2106,valt_iii_w
2107,valt_iii_w
2108,valt_iii_w
2109,valt_iii_w
2110,valt_iii_w
2111,valt_iii_w
2112,valt_iii_w
2113,valt_iii_w
2114,valt_iii_w
2115,valt_iii_w
2116,valt_iii_w
2117,valt_iii_w
2118,valt_iii_w
2119,valt_iii_w
2120,valt_iii_w
2121,valt_iii_w
2122,valt_iii_w
2123,valt_iii_w
2124,valt_iii_w
2125,valt_iii_w
2126,valt_iii_w
2127,valt_iii_w
2128,valt_iii_w
2129,valt_iii_w
2130,valt_iii_w
2131,valt_iii_w
2132,valt_iii_w
2133,valt_iii_w
2134,valt_iii_w
2135,valt_iii_w
2136,valt_iii_w
2137,valt_iii_w
2138,valt_iii_w
2139,valt_iii_w
2140,valt_iii_w
2141,valt_iii_w
2142,valt_iii_w
2143,valt_iii_w
2144,valt_iii_w
2145,valt_iii_w
2146,valt_iii_w
2147,valt_iii_w
2148,valt_iii_w
2149,valt_iii_w
2150,valt_iii_w
2151,valt_iii_w
2152,valt_iii_w
2153,valt_iii_w
2154,valt_iii_w
2155,valt_iii_w
2156,valt_iii_w
2157,valt_iii_w
2158,valt_iii_w
2159,valt_iii_w
2160,valt_iii_w
2161,valt_iii_w
2162,valt_iii_w
2163,valt_iii_w
2164,valt_iii_w
2165,valt_iii_w
2166,valt_iii_w
2167,valt_iii_w
2168,valt_iii_w
2169,valt_iii_w
2170,valt_iii_w
2171,valt_iii_w
2172,valt_iii_w
2173,valt_iii_w
2174,valt_iii_w
2175,valt_iii_w
2176,valt_iii_w
2177,valt_iii_w
2178,valt_iii_w
2179,valt_iii_w
2180,valt_iii_w
2181,valt_iii_w
2182,valt_iii_w
2183,valt_iii_w
2184,valt_iii_w
2185,valt_iii_w
2186,valt_iii_w
2187,valt_iii_w
2201,pet_max_w
2202,pet_max_w
2203,pet_max_w
2301,marc_w
2302,marc_w
2303,marc_w
2304,marc_w
2305,marc_w
2401,av_w
2402,av_w
2403,av_w
2404,av_w
2405,av_w
2406,av_w
2407,av_w
2408,av_w
2409,av_w
2410,av_w
2411,av_w
2412,av_w
2413,av_w
2501,leo_i_w
2502,leo_i_w
2503,leo_i_w
2504,leo_i_w
2505,leo_i_w
2506,leo_i_w
2507,leo_i_w
2508,leo_i_w
2509,leo_i_w
2510,leo_i_w
2511,leo_i_w
2512,leo_i_w
2513,leo_i_w
2514,leo_i_w
2515,leo_i_w
2516,leo_i_w
2517,leo_i_w
2518,leo_i_w
2519,leo_i_w
2520,leo_i_w
2521,leo_i_w
2522,leo_i_w
2523,leo_i_w
2524,leo_i_w
2525,leo_i_w
2526,leo_i_w
2527,leo_i_w
2528,leo_i_w
2529,leo_i_w
2530,leo_i_w
2531,leo_i_w
2532,leo_i_w
2533,leo_i_w
2534,leo_i_w
2535,leo_i_w
2536,leo_i_w
2601,maj_w
2602,maj_w
2603,maj_w
2604,maj_w
2605,maj_w
2606,maj_w
2607,maj_w
2608,maj_w
2609,maj_w
2610,maj_w
2611,maj_w
2612,maj_w
2613,maj_w
2614,maj_w
2615,maj_w
2616,maj_w
2617,maj_w
2618,maj_w
2619,maj_w
2620,maj_w
2621,maj_w
2622,maj_w
2623,maj_w
2624,maj_w
2625,maj_w
2626,maj_w
2627,maj_w
2628,maj_w
2629,maj_w
2630,maj_w
2631,maj_w
2632,maj_w
2633,maj_w
2634,maj_w
2635,maj_w
2636,maj_w
2637,maj_w
2638,maj_w
2639,maj_w
2640,maj_w
2641,maj_w
2642,maj_w
2643,maj_w
2644,maj_w
2645,maj_w
2646,maj_w
2647,maj_w
2648,maj_w
2649,maj_w
2650,maj_w
2651,maj_w
2652,maj_w
2653,maj_w
2701,lib_sev_w
2702,lib_sev_w
2703,lib_sev_w
2704,lib_sev_w
2705,lib_sev_w
2706,lib_sev_w
2707,lib_sev_w
2708,lib_sev_w
2709,lib_sev_w
2710,lib_sev_w
2711,lib_sev_w
2712,lib_sev_w
2713,lib_sev_w
2714,lib_sev_w
2715,lib_sev_w
2716,lib_sev_w
2717,lib_sev_w
2718,lib_sev_w
2719,lib_sev_w
2720,lib_sev_w
2721,lib_sev_w
2722,lib_sev_w
2723,lib_sev_w
2724,lib_sev_w
2725,lib_sev_w
2726,lib_sev_w
2727,lib_sev_w
2728,lib_sev_w
2729,lib_sev_w
2801,anth_w
2802,anth_w
2803,anth_w
2804,anth_w
2805,anth_w
2806,anth_w
2807,anth_w
2808,anth_w
2809,anth_w
2810,anth_w
2811,anth_w
2812,anth_w
2813,anth_w
2814,anth_w
2815,anth_w
2816,anth_w
2817,anth_w
2818,anth_w
2819,anth_w
2820,anth_w
2821,anth_w
2822,anth_w
2823,anth_w
2824,anth_w
2825,anth_w
2826,anth_w
2827,anth_w
2828,anth_w
2829,anth_w
2830,anth_w
2831,anth_w
2832,anth_w
2833,anth_w
2834,anth_w
2835,anth_w
2836,anth_w
2837,anth_w
2838,anth_w
2839,anth_w
2840,anth_w
2841,anth_w
2842,anth_w
2843,anth_w
2844,anth_w
2845,anth_w
2846,anth_w
2847,anth_w
2848,anth_w
2849,anth_w
2850,anth_w
2851,anth_w
2852,anth_w
2853,anth_w
2854,anth_w
2855,anth_w
2856,anth_w
2857,anth_w
2858,anth_w
2859,anth_w
2860,anth_w
2861,anth_w
2862,anth_w
2863,anth_w
2864,anth_w
2865,anth_w
2866,anth_w
2867,anth_w
2868,anth_w
2869,anth_w
2870,anth_w
2871,anth_w
2872,anth_w
2873,anth_w
2874,anth_w
2875,anth_w
2876,anth_w
2877,anth_w
2878,anth_w
2879,anth_w
2880,anth_w
2881,anth_w
2882,anth_w
2883,anth_w
2884,anth_w
2885,anth_w
2886,anth_w
2887,anth_w
2888,anth_w
2889,anth_w
2890,anth_w
2891,anth_w
2892,anth_w
2893,anth_w
2894,anth_w
2895,anth_w
2896,anth_w
2897,anth_w
2898,anth_w
2899,anth_w
2900,anth_w
2901,anth_w
2902,anth_w
2903,anth_w
2904,anth_w
2905,anth_w
2906,anth_w
2907,anth_w
3001,oly_w
3002,oly_w
3003,oly_w
3004,oly_w
3101,glyc_w
3102,glyc_w
3103,glyc_w
3104,glyc_w
3105,glyc_w
3106,glyc_w
3107,glyc_w
3108,glyc_w
3109,glyc_w
3110,glyc_w
3111,glyc_w
3112,glyc_w
3113,glyc_w
3114,glyc_w
3201,jul_nep_w
3202,jul_nep_w
3203,jul_nep_w
3204,jul_nep_w
3205,jul_nep_w
3206,jul_nep_w
3207,jul_nep_w
3208,jul_nep_w
3209,jul_nep_w
3210,jul_nep_w
3211,jul_nep_w
3212,jul_nep_w
3213,jul_nep_w
3214,jul_nep_w
3215,jul_nep_w
3216,jul_nep_w
3217,jul_nep_w
3218,jul_nep_w
3219,jul_nep_w
3220,jul_nep_w
3221,jul_nep_w
3222,jul_nep_w
3223,jul_nep_w
3224,jul_nep_w
3225,jul_nep_w
3226,jul_nep_w
3227,jul_nep_w
3228,jul_nep_w
3229,jul_nep_w
3230,jul_nep_w
3231,jul_nep_w
3232,jul_nep_w
3233,jul_nep_w
3234,jul_nep_w
3235,jul_nep_w
