URI,"exactMatch 1","exactMatch 2","exactMatch 3","exactMatch 4"
http://nomisma.org/symbol/monogram.00001,http://numismatics.org/agco/symbol/monogram.demetrius.1
http://nomisma.org/symbol/monogram.00002,http://numismatics.org/agco/symbol/monogram.demetrius.2
http://nomisma.org/symbol/monogram.00003,http://numismatics.org/agco/symbol/monogram.demetrius.3
http://nomisma.org/symbol/monogram.00004,http://numismatics.org/agco/symbol/monogram.demetrius.4
http://nomisma.org/symbol/monogram.00005,http://numismatics.org/agco/symbol/monogram.demetrius.5
http://nomisma.org/symbol/monogram.00006,http://numismatics.org/agco/symbol/monogram.demetrius.6
http://nomisma.org/symbol/monogram.00007,http://numismatics.org/agco/symbol/monogram.demetrius.7
http://nomisma.org/symbol/monogram.00008,http://numismatics.org/agco/symbol/monogram.demetrius.8
http://nomisma.org/symbol/monogram.00009,http://numismatics.org/agco/symbol/monogram.demetrius.9
http://nomisma.org/symbol/monogram.00010,http://numismatics.org/agco/symbol/monogram.demetrius.10
http://nomisma.org/symbol/monogram.00011,http://numismatics.org/agco/symbol/monogram.demetrius.11
http://nomisma.org/symbol/monogram.00012,http://numismatics.org/agco/symbol/monogram.demetrius.12
http://nomisma.org/symbol/monogram.00013,http://numismatics.org/agco/symbol/monogram.demetrius.13
http://nomisma.org/symbol/monogram.00014,http://numismatics.org/agco/symbol/monogram.demetrius.14
http://nomisma.org/symbol/monogram.00015,http://numismatics.org/agco/symbol/monogram.demetrius.15
http://nomisma.org/symbol/monogram.00016,http://numismatics.org/agco/symbol/monogram.demetrius.16
http://nomisma.org/symbol/monogram.00017,http://numismatics.org/agco/symbol/monogram.demetrius.17
http://nomisma.org/symbol/monogram.00018,http://numismatics.org/agco/symbol/monogram.demetrius.18
http://nomisma.org/symbol/monogram.00019,http://numismatics.org/agco/symbol/monogram.demetrius.19
http://nomisma.org/symbol/monogram.00020,http://numismatics.org/agco/symbol/monogram.demetrius.20
http://nomisma.org/symbol/monogram.00021,http://numismatics.org/agco/symbol/monogram.demetrius.21
http://nomisma.org/symbol/monogram.00022,http://numismatics.org/agco/symbol/monogram.demetrius.22
http://nomisma.org/symbol/monogram.00023,http://numismatics.org/agco/symbol/monogram.demetrius.23
http://nomisma.org/symbol/monogram.00024,http://numismatics.org/agco/symbol/monogram.demetrius.24
http://nomisma.org/symbol/monogram.00025,http://numismatics.org/agco/symbol/monogram.demetrius.25
http://nomisma.org/symbol/monogram.00026,http://numismatics.org/agco/symbol/monogram.demetrius.26
http://nomisma.org/symbol/monogram.00027,https://numismatics.org/bigr/symbol/monogram.bop.147var
http://nomisma.org/symbol/monogram.00028,https://numismatics.org/bigr/symbol/monogram.antialcidas.1
http://nomisma.org/symbol/monogram.00029,https://numismatics.org/bigr/symbol/monogram.apollodotus_ii.1
http://nomisma.org/symbol/monogram.00030,https://numismatics.org/bigr/symbol/monogram.apollodotus_ii.2
http://nomisma.org/symbol/monogram.00031,https://numismatics.org/bigr/symbol/monogram.apollodotus_ii.3
http://nomisma.org/symbol/monogram.00032,https://numismatics.org/bigr/symbol/monogram.apollodotus_ii.4
http://nomisma.org/symbol/monogram.00033,https://numismatics.org/bigr/symbol/monogram.apollodotus_ii.6e
http://nomisma.org/symbol/monogram.00034,https://numismatics.org/bigr/symbol/monogram.artemidorus.1
http://nomisma.org/symbol/monogram.00035,https://numismatics.org/bigr/symbol/monogram.artemidorus.2
http://nomisma.org/symbol/monogram.00036,https://numismatics.org/bigr/symbol/monogram.artemidorus.3
http://nomisma.org/symbol/monogram.00037,https://numismatics.org/bigr/symbol/monogram.artemidorus.4
http://nomisma.org/symbol/monogram.00038,https://numismatics.org/bigr/symbol/monogram.artemidorus.5
http://nomisma.org/symbol/monogram.00039,https://numismatics.org/bigr/symbol/monogram.artemidorus.6
http://nomisma.org/symbol/monogram.00040,https://numismatics.org/bigr/symbol/monogram.artemidorus.7
