ID,Title,URI,Findspot
245011,As with head of Nero,http://numismatics.org/ocre/id/ric.1(2).ner.313,
161960,Didrachm with head of Janus,http://numismatics.org/crro/id/rrc-28.3,
161958,Sextans with head of Mercury,http://numismatics.org/crro/id/rrc-38.5,
244926,Didrachm with head of Mars,http://numismatics.org/crro/id/rrc-25.1,
161961,Didrachm with bust of Hercules,http://numismatics.org/crro/id/rrc-20.1,
161962,Double-litra with head of Hercules,http://numismatics.org/crro/id/rrc-27.3,
244932,As with head of Hadrian,http://numismatics.org/ocre/id/ric.2.hdn.671,
244934,Dupondius with bust of Hadrian,http://numismatics.org/ocre/id/ric.2.hdn.656,
244943,Sestertius with bust of Trajan,http://numismatics.org/ocre/id/ric.2.tr.492_sestertius,
162200,Sestertius with bust of Trajan,http://numismatics.org/ocre/id/ric.2.tr.466_sestertius,
244985,As with head of Domitian,http://numismatics.org/ocre/id/ric.2_1(2).dom.110,
162165,Dupondius with head of Domitian,http://numismatics.org/ocre/id/ric.2_1(2).dom.108,
244987,"Quadrans with bust of Apollo, struck under Domitian",http://numismatics.org/ocre/id/ric.2_1(2).dom.715,
244988,"Semis with bust of Apollo, struck under Domitian",http://numismatics.org/ocre/id/ric.2_1(2).dom.313,
161963,Drachm with head of Janus,http://numismatics.org/crro/id/rrc-28.4,
162261,Sestertius with bust of Hadrian,http://numismatics.org/ocre/id/ric.2.hdn.588,
162258,"Dupondius (?) with bust of Sabina, struck under Hadrian",http://numismatics.org/ocre/id/ric.2.hdn.408,
162310,Sestertius with head of Antoninus Pius,http://numismatics.org/ocre/id/ric.3.ant.901,
162306,As with head of Antoninus Pius,http://numismatics.org/ocre/id/ric.3.ant.678,
245117,Litra with head of Apollo,http://numismatics.org/crro/id/rrc-26.3,
245118,"Denarius with bust of Anna Perenna, struck under C. Annius and L. Fabius Hispaniensis",http://numismatics.org/crro/id/rrc-366.1c,
245119,Denarius with head of Marc Antony,http://numismatics.org/crro/id/rrc-496.1,
245120,"Denarius with galley, struck under Marc Antony",http://numismatics.org/crro/id/rrc-544.36,
162000,"Denarius with head of L. Junius Brutus, struck under M. Junius Brutus",http://numismatics.org/crro/id/rrc-433.2,
162001,"Denarius with head of Vesta, struck under L. Cassius Longinus",http://numismatics.org/crro/id/rrc-413.1,
161971,"Denarius with head of Roma, struck under T. Cloulius",http://numismatics.org/crro/id/rrc-260.1,
162002,"Denarius with head of C. Coelius Caldus, struck under C. Coelius Caldus",http://numismatics.org/crro/id/rrc-437.1a,
245130,"Denarius with bust of Mars, struck under Cn. Cornelius Lentulus",http://numismatics.org/crro/id/rrc-345.1,
313232,"Quinarius with head of Jupiter, struck under Cn. Cornelius Lentulus",http://numismatics.org/crro/id/rrc-345.2,
162003,"Denarius with head of Hercules, struck under Faustus Cornelius Sulla",http://numismatics.org/crro/id/rrc-426.4a,
161972,"Denarius with head of Roma, struck under Decimius Flavius (?)",http://numismatics.org/crro/id/rrc-207.1,
161973,"Denarius with head of Roma, struck under Cn. Domitius (Calvinus or Ahenobarbus?)",http://numismatics.org/crro/id/rrc-261.1,
161974,"Denarius with head of Roma, struck under Cn. Domitius (Ahenobarbus?)",http://numismatics.org/crro/id/rrc-147.1,
162004,"Denarius with bust of Mars, struck under P. Fonteius Capito",http://numismatics.org/crro/id/rrc-429.1,
162005,"Denarius with bust of Diana, struck under C. Hosidius Geta",http://numismatics.org/crro/id/rrc-407.2,
162006,"Denarius with head of Roma, struck under Sex. Julius Caesar",http://numismatics.org/crro/id/rrc-258.1,
313233,"Denarius with bust of Genius (?), struck under L. Julius Bursio",http://numismatics.org/crro/id/rrc-352.1a,
162039,"Denarius with female head (Pietas or Clementia?), struck under C. Julius Caesar",http://numismatics.org/crro/id/rrc-452.2,
162007,"Denarius with head of Jupiter, struck under M. Volteius",http://numismatics.org/crro/id/rrc-385.1,
313235,Denarius with head of Octavian,http://numismatics.org/crro/id/rrc-538.1,
162041,Denarius with head of Augustus,http://numismatics.org/ocre/id/ric.1(2).aug.37B,
162042,Denarius with head of Octavian,http://numismatics.org/crro/id/rrc-497.2a,
245144,Denarius with head of Octavian,http://numismatics.org/crro/id/rrc-540.2,
245146,"Denarius with head of Roma, struck under M. Junius Silanus",http://numismatics.org/crro/id/rrc-220.1,
162008,"Denarius with head of Neptune, struck under L. Lucretius Trio",http://numismatics.org/crro/id/rrc-390.2,
162009,"Denarius with head of Mars, struck under Q. Minucius Ter[...]",http://numismatics.org/crro/id/rrc-319.1,
162010,"Denarius with head of Diana, struck under A. Postumius Albinus",http://numismatics.org/crro/id/rrc-372.1,
245037,"Denarius with head of Roma, struck under P. Porcius Laeca",http://numismatics.org/crro/id/rrc-301.1,
245038,"Denarius with bust of Diana, struck under C. Postumius",http://numismatics.org/crro/id/rrc-394.1a,
162011,"Denarius with head of Juno Sospita, struck under L. Procilius",http://numismatics.org/crro/id/rrc-379.2,
245041,"Quadrans with cornucopiae, struck under Pulcher, Taurus, and Regulus",http://numismatics.org/ocre/id/ric.1(2).aug.425,
161976,"Denarius with head of Roma, struck under C. Renius",http://numismatics.org/crro/id/rrc-231.1,
245042,"Denarius with head of Jupiter, struck under L. Rubrius Dossenus",http://numismatics.org/crro/id/rrc-348.1,
245044,"Denarius with head of Roma, struck under C. Servilius",http://numismatics.org/crro/id/rrc-239.1,
162012,"Denarius with bearded male head, struck under Q. Titius",http://numismatics.org/crro/id/rrc-341.1,
245056,As with head of Tiberius,http://numismatics.org/ocre/id/ric.1(2).tib.44,
245087,Sestertius with head of Vespasian,http://numismatics.org/ocre/id/ric.2_1(2).ves.211,
245031,As with head of Domitian,http://numismatics.org/ocre/id/ric.2_1(2).dom.840,
162201,Sestertius with bust of Trajan,http://numismatics.org/ocre/id/ric.2.tr.560,
162202,As with bust of Trajan,http://numismatics.org/ocre/id/ric.2.tr.575_as,
162317,"Sestertius with bust of Diva Faustina I, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.1103Aa,
162307,"As with head of Marcus Aurelius, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.1240A_as,
245157,"As with head of Marcus Aurelius, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.1271A_as,
162283,Sestertius with head of Antoninus Pius,http://numismatics.org/ocre/id/ric.3.ant.793,
162308,Dupondius with head of Antoninus Pius,http://numismatics.org/ocre/id/ric.3.ant.553,
162347,"Sestertius with bust of Faustina II, struck under Marcus Aurelius",http://numismatics.org/ocre/id/ric.3.m_aur.1663,
162366,Denarius with head of Lucius Verus,http://numismatics.org/ocre/id/ric.3.m_aur.586,
245194,Denarius with head of Marcus Aurelius,http://numismatics.org/ocre/id/ric.3.m_aur.70,
245199,Dupondius with head of Marcus Aurelius,http://numismatics.org/ocre/id/ric.3.m_aur.1004,
162330,Sestertius with head of Marcus Aurelius,http://numismatics.org/ocre/id/ric.3.m_aur.861,
245212,"Sestertius with head of Commodus, struck under Marcus Aurelius",http://numismatics.org/ocre/id/ric.3.m_aur.1588,
245216,Denarius with head of Commodus,http://numismatics.org/ocre/id/ric.3.com.179,
245217,Sestertius with head of Commodus,http://numismatics.org/ocre/id/ric.3.com.524,
245221,Denarius with bust of Caracalla,http://numismatics.org/ocre/id/ric.4.crl.337B,
245222,Denarius with bust of Caracalla,http://numismatics.org/ocre/id/ric.4.crl.336A_denarius,
245224,Denarius with bust of Severus Alexander,http://numismatics.org/ocre/id/ric.4.sa.274,
162483,Sestertius with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.161,
245226,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).179,
245236,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(1).132,
245240,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(1).54,
245242,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).283,
245243,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).516,
245250,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).192A,
245253,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).206,
245256,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).236,
245258,Sestertius with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.318A,
245265,Antoninianus with bust of Aurelian,http://numismatics.org/ocre/id/ric.5.aur.244,
245271,Antoninianus with bust of Aurelian,http://numismatics.org/ocre/id/ric.5.aur.255,
162508,Antoninianus with bust of Aurelian,http://numismatics.org/ocre/id/ric.5.aur.62,
245275,Antoninianus with bust of Probus,http://numismatics.org/ocre/id/ric.5.pro.387,
245396,Antoninianus with bust of Probus,http://numismatics.org/ocre/id/ric.5.pro.818,
245178,"Coin with bust of Galerius, struck under Diocletian and Maximian I Herculius",http://numismatics.org/ocre/id/ric.6.cyz.19b,
245180,"Coin with bust of Galerius, struck under Diocletian and Maximian I Herculius",http://numismatics.org/ocre/id/ric.6.rom.88b,
245326,"Coin with bust of Helena, struck under Constantine II, Constantius II, and Constans",http://numismatics.org/ocre/id/ric.8.cnp.33,
245361,Follis with bust of Licinius I,http://numismatics.org/ocre/id/ric.6.sis.196,
245364,Follis with head of Maxentius,http://numismatics.org/ocre/id/ric.6.rom.208,
245462,"Denarius with bust of Crispina, struck under Commodus",http://numismatics.org/ocre/id/ric.3.com.283,
162417,"Denarius with bust of Julia Domna, struck under Septimius Severus",http://numismatics.org/ocre/id/ric.4.ss.572_denarius,
245477,"Sestertius with bust of Julia Mamaea, struck under Severus Alexander",http://numismatics.org/ocre/id/ric.4.sa.694,
245498,Sestertius with bust of Severus Alexander,http://numismatics.org/ocre/id/ric.4.sa.558,
245416,As with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.288B,
245422,Sestertius with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.279A,
245431,Sestertius with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.319A,
245432,Sestertius with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.274A,
245434,Sestertius (?) with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.305B,
162486,Sestertius with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.161,
245469,Sestertius with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.174A,
245471,"Antoninianus with bust of Otacilia Severa, struck under Philip I",http://numismatics.org/ocre/id/ric.4.ph_i.125C,
245475,"As with bust of Philip II, struck under Philip I",http://numismatics.org/ocre/id/ric.4.ph_i.258B_as,
244904,Antoninianus with bust of Trajan II Decius,http://numismatics.org/ocre/id/ric.4.tr_d.11B,
245800,Follis with bust of Constans,http://numismatics.org/ocre/id/ric.8.cyz.117,
244918,Antoninianus with bust of Trajan II Decius,http://numismatics.org/ocre/id/ric.4.tr_d.16C,
245505,"Quadrans with winged caduceus, struck under Vespasian",http://numismatics.org/ocre/id/ric.2_1(2).ves.1017,
162191,Denarius with bust of Trajan,http://numismatics.org/ocre/id/ric.2.tr.120,
162192,Denarius with bust of Trajan,http://numismatics.org/ocre/id/ric.2.tr.52,
245717,Denarius with head of Hadrian,http://numismatics.org/ocre/id/ric.2.hdn.137A_denarius,
162244,"Denarius with bust of Sabina, struck under Hadrian",http://numismatics.org/ocre/id/ric.2.hdn.390_denarius,
162301,Denarius with head of Antoninus Pius,http://numismatics.org/ocre/id/ric.3.ant.136,
162302,Denarius with head of Antoninus Pius,http://numismatics.org/ocre/id/ric.3.ant.290A,
245344,"Denarius with bust of Diva Faustina I, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.348a_denarius,
162323,"Denarius with bust of Diva Faustina I, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.377,
245346,"Denarius with bust of Diva Faustina I, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.346B,
245347,"Denarius with bust of Diva Faustina I, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.353a,
162324,"Denarius with bust of Diva Faustina I, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.351a,
162318,"Sestertius with bust of Diva Faustina I, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.1147,
245351,"Denarius with bust of Faustina II, struck under Antoninus Pius",http://numismatics.org/ocre/id/ric.3.ant.502Aa,
245352,"Denarius with bust of Lucilla, struck under Marcus Aurelius",http://numismatics.org/ocre/id/ric.3.m_aur.781,
245353,"Denarius with bust of Lucilla, struck under Marcus Aurelius",http://numismatics.org/ocre/id/ric.3.m_aur.758,
245357,Denarius with head of Marcus Aurelius,http://numismatics.org/ocre/id/ric.3.m_aur.259,
245394,Denarius with head of Marcus Aurelius,http://numismatics.org/ocre/id/ric.3.m_aur.378,
245399,Denarius with head of Commodus,http://numismatics.org/ocre/id/ric.3.com.75,
245400,Denarius with head of Commodus,http://numismatics.org/ocre/id/ric.3.com.186,
245402,"Denarius with head of Divus Marcus Aurelius, struck under Commodus",http://numismatics.org/ocre/id/ric.3.com.275_denarius,
162370,Denarius with head of Commodus,http://numismatics.org/ocre/id/ric.3.com.36a,
245278,Denarius with head of Commodus,http://numismatics.org/ocre/id/ric.3.com.209,
245279,Denarius with head of Commodus,http://numismatics.org/ocre/id/ric.3.com.205,
162414,Denarius with head of Septimius Severus,http://numismatics.org/ocre/id/ric.4.ss.516,
245282,"Denarius with bust of Julia Domna, struck under Septimius Severus",http://numismatics.org/ocre/id/ric.4.ss.564_denarius,
245284,"Denarius with bust of Julia Domna, struck under Septimius Severus",http://numismatics.org/ocre/id/ric.4.ss.572_denarius,
245286,"Denarius with bust of Plautilla, struck under Caracalla",http://numismatics.org/ocre/id/ric.4.crl.367_denarius,
245287,"Denarius with bust of Geta, struck under Septimius Severus",http://numismatics.org/ocre/id/ric.4.ge.34B,
245291,Denarius with bust of Caracalla,http://numismatics.org/ocre/id/ric.4.crl.30b,
245295,Denarius with head of Caracalla,http://numismatics.org/ocre/id/ric.4.crl.220,
245298,Denarius with bust of Caracalla,http://numismatics.org/ocre/id/ric.4.crl.130A_denarius,
245302,"Denarius with bust of Julia Maesa, struck under Elagabalus",http://numismatics.org/ocre/id/ric.4.el.271,
245303,"Denarius with bust of Julia Maesa, struck under Elagabalus",http://numismatics.org/ocre/id/ric.4.el.268,
162444,"Denarius with bust of Julia Maesa, struck under Elagabalus",http://numismatics.org/ocre/id/ric.4.el.268,
245305,"Denarius with bust of Julia Maesa, struck under Elagabalus",http://numismatics.org/ocre/id/ric.4.el.263,
245307,Denarius with bust of Severus Alexander,http://numismatics.org/ocre/id/ric.4.sa.225,
162446,Denarius with bust of Severus Alexander,http://numismatics.org/ocre/id/ric.4.sa.246c,
245313,Denarius with bust of Severus Alexander,http://numismatics.org/ocre/id/ric.4.sa.50,
245314,Denarius with bust of Severus Alexander,http://numismatics.org/ocre/id/ric.4.sa.27,
245322,Denarius with bust of Severus Alexander,http://numismatics.org/ocre/id/ric.4.sa.55,
245325,"Denarius with bust of Julia Mamaea, struck under Severus Alexander",http://numismatics.org/ocre/id/ric.4.sa.341,
245504,"Denarius with bust of Julia Mamaea, struck under Severus Alexander",http://numismatics.org/ocre/id/ric.4.sa.343,
245508,"Denarius with bust of Julia Mamaea, struck under Severus Alexander",http://numismatics.org/ocre/id/ric.4.sa.358,
245509,"Denarius with bust of Julia Mamaea, struck under Severus Alexander",http://numismatics.org/ocre/id/ric.4.sa.355,
162448,"Denarius with bust of Julia Mamaea, struck under Severus Alexander",http://numismatics.org/ocre/id/ric.4.sa.360,
245513,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.6,
245516,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.16,
245521,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.63,
245525,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.95,
245527,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.216,
245528,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.153,
245529,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.94,
245531,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.141,
245535,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.52,
245536,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.42,
245540,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.44B,
245542,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.28C,
245543,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.53,
162477,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.2B,
162476,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.58,
245545,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.12,
245546,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.7,
245547,Antoninianus with bust of Philip I,http://numismatics.org/ocre/id/ric.4.ph_i.24C,
162489,Antoninianus with bust of Philip II,http://numismatics.org/ocre/id/ric.4.ph_i.224,
245551,"Antoninianus with bust of Herennia Etruscilla, struck under Trajan II Decius",http://numismatics.org/ocre/id/ric.4.tr_d.59B,
162491,"Antoninianus with bust of Herennia Etruscilla, struck under Trajan II Decius",http://numismatics.org/ocre/id/ric.4.tr_d.55B,
162496,Antoninianus with bust of Trebonianus Gallus,http://numismatics.org/ocre/id/ric.4.tr_g.70,
245556,Antoninianus with bust of Volusian,http://numismatics.org/ocre/id/ric.4.vo.206,
245557,Antoninianus with bust of Volusian,http://numismatics.org/ocre/id/ric.4.vo.222,
245560,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(1).452,
245561,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(1).230,
245564,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).508A,
245565,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).227,
245566,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).216,
245567,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).188,
245568,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).179,
245569,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).163,
245570,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).160,
245571,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).157,
245572,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).297,
245574,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(1).447,
245575,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).232,
245576,Antoninianus with bust of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(1).289,
245577,Antoninianus with head of Gallienus,http://numismatics.org/ocre/id/ric.5.gall(2).280,
245580,"Antoninianus with bust of Salonina, struck under Gallienus",http://numismatics.org/ocre/id/ric.5.sala(2).32,
245581,"Antoninianus with bust of Salonina, struck under Gallienus",http://numismatics.org/ocre/id/ric.5.sala(2).78,
245583,"Antoninianus with bust of Salonina, struck under Gallienus",http://numismatics.org/ocre/id/ric.5.sala(2).92,
245584,"Antoninianus with bust of Salonina, struck under Gallienus",http://numismatics.org/ocre/id/ric.5.gall_sala(2).5,
245585,"Antoninianus with bust of Salonina, struck under Valerian I and Gallienus",http://numismatics.org/ocre/id/ric.5.sala(1).63,
245586,"Antoninianus with bust of Salonina, struck under Valerian I and Gallienus",http://numismatics.org/ocre/id/ric.5.sala(1).29,
245587,"Antoninianus with bust of Salonina, struck under Valerian I and Gallienus",http://numismatics.org/ocre/id/ric.5.sala(1).36,
245589,Antoninianus with bust of Valerian I,http://numismatics.org/ocre/id/ric.5.val_i.295,
245590,Antoninianus with bust of Valerian I,http://numismatics.org/ocre/id/ric.5.val_i.117,
245596,Antoninianus with bust of Valerian I,http://numismatics.org/ocre/id/ric.5.val_i.277,
313236,"Antoninianus with bust of Valerian II, struck under Valerian I and Gallienus",http://numismatics.org/ocre/id/ric.5.val_ii.49,
245599,Antoninianus with bust of Valerian I,http://numismatics.org/ocre/id/ric.5.val_i.74,
245601,Antoninianus with bust of Valerian I,http://numismatics.org/ocre/id/ric.5.val_i.89,
245602,Antoninianus with bust of Valerian I,http://numismatics.org/ocre/id/ric.5.val_i.141,
245603,"Antoninianus with bust of Valerian II, struck under Valerian I and Gallienus",http://numismatics.org/ocre/id/ric.5.val_ii.23,
245604,Antoninianus with bust of Valerian I,http://numismatics.org/ocre/id/ric.5.val_i.72,
162503,"Antoninianus with bust of Saloninus, struck under Valerian I and Gallienus",http://numismatics.org/ocre/id/ric.5.sals.36,
162510,"Antoninianus with bust of Severina, struck under Aurelian",http://numismatics.org/ocre/id/ric.5.seva.1,
162511,"Antoninianus with bust of Severina, struck under Aurelian",http://numismatics.org/ocre/id/ric.5.seva.4,
162513,Antoninianus with bust of Tacitus,http://numismatics.org/ocre/id/ric.5.tac.145,
245610,Antoninianus with bust of Probus,http://numismatics.org/ocre/id/ric.5.pro.187,
245612,Antoninianus with bust of Probus,http://numismatics.org/ocre/id/ric.5.pro.151,
245613,Antoninianus with bust of Probus,http://numismatics.org/ocre/id/ric.5.pro.157,
245614,Antoninianus with bust of Probus,http://numismatics.org/ocre/id/ric.5.pro.202,
245615,Antoninianus with bust of Probus,http://numismatics.org/ocre/id/ric.5.pro.202,
245616,Antoninianus with bust of Probus,http://numismatics.org/ocre/id/ric.5.pro.541,
245617,Antoninianus with bust of Probus,http://numismatics.org/ocre/id/ric.5.pro.652,
245620,"Antoninianus with bust of Carinus, struck under Carus",http://numismatics.org/ocre/id/ric.5.car.160,
245621,Antoninianus with bust of Carinus,http://numismatics.org/ocre/id/ric.5.car.255,
162516,"Antoninianus with head of Divus Carus, struck under Carinus",http://numismatics.org/ocre/id/ric.5.car.47,
313239,Antoninianus with bust of Diocletian,http://numismatics.org/ocre/id/ric.5.dio.166,
313240,Antoninianus with bust of Diocletian,http://numismatics.org/ocre/id/ric.5.dio.162,
313241,Follis with head of Diocletian,http://numismatics.org/ocre/id/ric.6.sis.85a,
313243,Follis with head of Diocletian,http://numismatics.org/ocre/id/ric.6.aq.23a,
245636,"Coin with bust of Galerius, struck under Diocletian and Maximian I Herculius",http://numismatics.org/ocre/id/ric.6.alex.48b,
245637,"Follis with head of Galerius, struck under Diocletian and Maximian I Herculius",http://numismatics.org/ocre/id/ric.6.rom.112b,
245638,"Follis with head of Galerius, struck under Diocletian and Maximian I Herculius",http://numismatics.org/ocre/id/ric.6.rom.106b,
245640,"Coin with bust of Constantius I Chlorus, struck under Diocletian and Maximian I Herculius",http://numismatics.org/ocre/id/ric.6.alex.48a,
245643,"Follis with head of Severus II, struck under Constantius I Chlorus and Galerius",http://numismatics.org/ocre/id/ric.6.carth.40a,
245647,Coin with bust of Maxentius,http://numismatics.org/ocre/id/ric.6.ost.61,
245648,Follis with head of Maxentius,http://numismatics.org/ocre/id/ric.6.rom.258,
245649,Coin with head of Maxentius,http://numismatics.org/ocre/id/ric.6.rom.238,
245650,Coin with bust of Maxentius,http://numismatics.org/ocre/id/ric.6.ost.62,
245659,Follis with head of Maximinus II Daia,http://numismatics.org/ocre/id/ric.6.alex.103,
245692,"Coin with bust of bust of  Populus Romanus, struck under Constantine I",http://numismatics.org/ocre/id/ric.8.cnp.22,
452677,Sextans with head of Mercury,http://numismatics.org/crro/id/rrc-38.5,
452640,Denarius of C. Serveilius M. f. with head of Roma,http://numismatics.org/crro/id/rrc-270.1,
452641,Denarius of L. Livineius Regulus with head of Lucius Regulus,http://numismatics.org/crro/id/rrc-494.30,
452642,Denarius of C. Scribonius with head of Roma,http://numismatics.org/crro/id/rrc-201.1,
452643,Denarius of M. Caecilius Metellus Q. f. with head of Roma,http://numismatics.org/crro/id/rrc-263.1b,
452644,"Denarius with head of Roma, struck under Sex. Pompeius Fostulus",http://numismatics.org/crro/id/rrc-235.1c,
452645,Denarius of L. Antestius Gragulus with head of Roma,http://numismatics.org/crro/id/rrc-238.1,
452646,"Denarius of Appius Claudius, T. Mallius with head of Roma",http://numismatics.org/crro/id/rrc-299.1b,
452647,Denarius of M. Sergius Silus with head of Roma,http://numismatics.org/crro/id/rrc-286.1,
452649,Quinarius of L. Rubrius Dossenus with head of Neptune,http://numismatics.org/crro/id/rrc-348.4,
452650,Victoriatus with laureate head of Jupiter,http://numismatics.org/crro/id/rrc-53.1,
452651,"Denarius of A. Scaurus, P. Hypsaeus with King Aretas and camel",http://numismatics.org/crro/id/rrc-422.1b,
452652,Denarius of L. Thorius Balbus with head of Juno of Lanuvium,http://numismatics.org/crro/id/rrc-316.1,
452653,Denarius of Mn. Fonteius C.f. with head of Apollo,http://numismatics.org/crro/id/rrc-353.1a,
452656,Denarius of M. Volteius with helmeted bust,http://numismatics.org/crro/id/rrc-385.4,
452657,Denarius of M. Volteius with head of Liber,http://numismatics.org/crro/id/rrc-385.3,
452658,Denarius of Cn. Domitius [Ahenobarbus] with head of Roma,http://numismatics.org/crro/id/rrc-261.1,
452659,Denarius of L. Flaminius Cilo with head of Roma,http://numismatics.org/crro/id/rrc-302.1,
452660,Denarius of P. Paetus with head of Roma,http://numismatics.org/crro/id/rrc-233.1,
452661,Denarius of Manius Cordius Rufus with jugate heads of the Dioscuri,http://numismatics.org/crro/id/rrc-463.1a,
452662,Denarius of C. Egnatuleius with head of Apollo,http://numismatics.org/crro/id/rrc-333.1,
452663,Serrate denarius of C. Naevius Balbus with head of Juno,http://numismatics.org/crro/id/rrc-382.1b,
452664,Denarius of M. Volteius with head of young Hercules,http://numismatics.org/crro/id/rrc-385.2,
452665,Didrachm with janiform head of  Dioscuri,http://numismatics.org/crro/id/rrc-28.3,
452666,Denarius with head of Roma,http://numismatics.org/crro/id/rrc-245.1,
453608,Follis with bust of Constans,http://numismatics.org/ocre/id/ric.8.alex.56,
453593,Follis with bust of Constantine I,http://numismatics.org/ocre/id/ric.7.lon.7,
453594,"Coin with bust of Magnentius, minted in Trier",http://numismatics.org/ocre/id/ric.8.tri.260,
453600,"Coin with bust of Galerius, minted at Alexandria",http://numismatics.org/ocre/id/ric.6.tri.486,
453601,Coin with bust of Constans,http://numismatics.org/ocre/id/ric.8.aq.103,
453603,Sextans with head of Mercury,http://numismatics.org/crro/id/rrc-35.5,
452680,Coin with bust of Valens,http://numismatics.org/ocre/id/ric.9.rom.17B,
452681,Coin with bust of Valens,http://numismatics.org/ocre/id/ric.9.rom.17B,
162473,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.6,
247160,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.4,
247161,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.2,
247162,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.39,
247163,Antoninianus with bust of Gordian III,http://numismatics.org/ocre/id/ric.4.gor_iii.5,
247165,Denarius with bust of Maximinus I Thrax,http://numismatics.org/ocre/id/ric.4.max_i.14_denarius,
247166,Denarius with bust of Maximinus I Thrax,http://numismatics.org/ocre/id/ric.4.max_i.23_denarius,
